/home/basti/code/dvarapandita/data/jna020_vyc:0	[161,2-178,6] || vyāpticarcā ||	vyApti NC Case=Cpd # carcA NC Case=Nom|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna020_vyc:110	[165,7] siddhau | anyathā sahadarśanābhāve tāvad aṅgārāvaśeṣacitrabhānumātrāpasāraṇaṃ ca dhūmaś ca	sidDi NC Case=Loc|Number=1|Gender=Fem # anyaTA CX # sahadarSana NC Case=Cpd # aBAva NC Case=Loc|Number=1|Gender=Masc # tAvat CX # aFgAra NC Case=Cpd # avaSeza NC Case=Cpd # citraBAnu NC Case=Cpd # mAtra NC Case=Cpd # apasAraNa NC Case=Nom|Number=1|Gender=Neut # ca CCD # DUma NC Case=Nom|Number=1|Gender=Masc # ca CCD #
/home/basti/code/dvarapandita/data/jna020_vyc:111	[165,8] nāsty eva karabhavad gardabhābhāva iti kva sambandhabodhaḥ | sahadarśane 'pi yadi vastvantara-	na CNG # as V Tense=Pres|Mood=Ind|Person=3|Number=Sing # eva CEM # kara NC Case=Cpd # vat CX # gardaBa NC Case=Cpd # aBAva NC Case=Nom|Number=1|Gender=Masc # iti CQT # kva CX # sambanDa NC Case=Cpd # boDa NC Case=Nom|Number=1|Gender=Masc # sahadarSana NC Case=Loc|Number=1|Gender=Neut # api CX # yadi CSB # vastu NC Case=Cpd # antara JJ Case=Voc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna020_vyc:112	[165,9] sahitahutāśāpasāraḥ | tadā pūrvam asya sattā kiṃ hutāśasya vastvantarasya vā sattayā pratyukteti	sahita JJ Case=Cpd # hutASa NC Case=Cpd # apasAra NC Case=Nom|Number=1|Gender=Masc # tadA CAD # pUrvam CX # idam PRD Case=Gen|Number=1|Gender=Masc # sattA NC Case=Nom|Number=1|Gender=Fem # kim CX # hutASa NC Case=Gen|Number=1|Gender=Masc # vastu NC Case=Cpd # antara JJ Case=Gen|Number=1|Gender=Masc # vA CCD # sattA NC Case=Ins|Number=1|Gender=Fem # prativac PPP Case=Nom|Number=1|Gender=Fem|VerbForm=PPP # iti CQT #
/home/basti/code/dvarapandita/data/jna020_vyc:113	[165,10] na niścayaḥ | hutāśamātrābhāve tu tadbhāvaprayukta eva prāg asya bhāva iti sulabham | yadāpi	na CNG # niScaya NC Case=Nom|Number=1|Gender=Masc # hutASa NC Case=Cpd # mAtra NC Case=Cpd # aBAva NC Case=Loc|Number=1|Gender=Masc # tu CCD # tad PRD Case=Cpd # BAva NC Case=Cpd # prayuj PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # eva CEM # prAk CX # idam PRD Case=Gen|Number=1|Gender=Masc # BAva NC Case=Nom|Number=1|Gender=Masc # iti CQT # sulaBa JJ Case=Nom|Number=1|Gender=Neut # yadA CSB # api CX #
/home/basti/code/dvarapandita/data/jna020_vyc:114	[165,11] pāvakamātrasannidhau dhūmasattā | tadāpi pūrvam ubhayādarśanapūrvam agnimātropadarśane darśanaṃ	pAvaka NC Case=Cpd # mAtra NC Case=Cpd # saMniDi NC Case=Loc|Number=1|Gender=Masc # DUma NC Case=Cpd # sattA NC Case=Nom|Number=1|Gender=Fem # tadA CAD # api CX # pUrvam CX # uBaya JJ Case=Cpd # adarSana NC Case=Cpd # pUrvam CX # agni NC Case=Cpd # mAtra NC Case=Cpd # upadarSana NC Case=Loc|Number=1|Gender=Neut # darSana NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna020_vyc:115	[165,12] dhūmasyopayuktam | anyathāgnimātram ānītaṃ dhūmaś cāsty eveti karabhavat kutra pratibandhasiddhiḥ |	DUma NC Case=Gen|Number=1|Gender=Masc # upayuj PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # anyaTA CX # agni NC Case=Cpd # mAtra NC Case=Nom|Number=1|Gender=Neut # AnI PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # DUma NC Case=Nom|Number=1|Gender=Masc # ca CCD # as V Tense=Pres|Mood=Ind|Person=3|Number=Sing # eva CEM # iti CQT # kR V Tense=Impf|Mood=Ind|Person=3|Number=Sing # kutra CX # pratibanDa NC Case=Cpd # sidDi NC Case=Nom|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna020_vyc:116	[165,13] vastvantarasahitahutāśanānayane 'pi kasyābhāvena prayuktaḥ prāgabhāvo dhūmasyeti na niścayaḥ |	vastu NC Case=Cpd # antara JJ Case=Cpd # sahita JJ Case=Cpd # hutASana NC Case=Cpd # Anayana NC Case=Loc|Number=1|Gender=Neut # api CX # ka PRQ Case=Gen|Number=1|Gender=Masc # aBAva NC Case=Ins|Number=1|Gender=Masc # prayuj PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # prAgaBAva NC Case=Nom|Number=1|Gender=Masc # DUma NC Case=Gen|Number=1|Gender=Masc # iti CQT # na CNG # niScaya NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna020_vyc:117	[165,14] hutāśamātropanītau tu tadabhāvaprayukto yuktaḥ |	hutASa NC Case=Cpd # mAtra NC Case=Cpd # upanI PPP Case=Nom|Number=2|Gender=Masc|VerbForm=PPP # tu CCD # tad PRD Case=Cpd # aBAva NC Case=Cpd # prayuj PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # yuj PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP #
/home/basti/code/dvarapandita/data/jna020_vyc:118	[165,15] tad evaṃ pūrvadarśanāpekṣaniyataikādarśanapūrvaṃ cānyādarśanaṃ viśiṣṭam ucyate | tad api	tad PRD Case=Nom|Number=1|Gender=Neut # evam CX # pUrva PPX Case=Cpd # darSana NC Case=Cpd # apekzA NC Case=Cpd # niyam PPP Case=Cpd|VerbForm=PPP # eka PPX Case=Cpd # adarSana NC Case=Cpd # pUrvam CX # ca CCD # anya PPX Case=Cpd # adarSana NC Case=Nom|Number=1|Gender=Neut # viSiz PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # vac V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # tad PRD Case=Nom|Number=1|Gender=Neut # api CX #
/home/basti/code/dvarapandita/data/jna020_vyc:119	[165,16] prācīnadarśanam auttarakālikayathoktādarśanadvayāpekṣayā viśiṣṭam | evam adarśanapūrvake 'pi	prAcIna JJ Case=Cpd # darSana NC Case=Nom|Number=1|Gender=Neut # OttarakAlika JJ Case=Cpd # yaTA CCM # vac PPP Case=Cpd|VerbForm=PPP # adarSana NC Case=Cpd # dvaya NC Case=Cpd # apekzA NC Case=Ins|Number=1|Gender=Fem # viSiz PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # evam CX # adarSana NC Case=Cpd # pUrvaka JJ Case=Loc|Number=1|Gender=Masc # api CX #
/home/basti/code/dvarapandita/data/jna020_vyc:120	[165,17] darśane viśeṣa ūhitavyaḥ | yadabhāvāt karabhādau nāśvāsaḥ | tam eva ca darśanādarśanayor viśeṣam	darSana NC Case=Loc|Number=1|Gender=Neut # viSeza NC Case=Nom|Number=1|Gender=Masc # Uh KDG Case=Nom|Number=1|Gender=Masc|VerbForm=Ger # yad PRL Case=Cpd # aBAva NC Case=Abl|Number=1|Gender=Masc # karaBa NC Case=Cpd # Adi NC Case=Loc|Number=1|Gender=Masc # na CNG # ASvAsa NC Case=Nom|Number=1|Gender=Masc # tad PRD Case=Acc|Number=1|Gender=Masc # eva CEM # ca CCD # darSana NC Case=Cpd # adarSana NC Case=Gen|Number=2|Gender=Neut # viSeza NC Case=Acc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna020_vyc:121	[165,18] āśritya pratyakṣānupalambhavyāpāravyavahāraḥ | tadviṣayaś ca bhāvadvayasvabhāvaḥ kārya	ASri CGDA VerbForm=Abs # pratyakza JJ Case=Cpd # anupalamBa NC Case=Cpd # vyApAra NC Case=Cpd # vyavahAra NC Case=Nom|Number=1|Gender=Masc # tad PRD Case=Cpd # vizaya NC Case=Nom|Number=1|Gender=Masc # ca CCD # BAva NC Case=Cpd # dvaya NC Case=Cpd # svaBAva NC Case=Nom|Number=1|Gender=Masc # kR KDG Case=Voc|Number=1|Gender=Masc|VerbForm=Ger #
/home/basti/code/dvarapandita/data/jna020_vyc:122	[165,19] kāraṇabhāva ity ucyate |	kAraNa NC Case=Cpd # BAva NC Case=Nom|Number=1|Gender=Masc # iti CQT # vac V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna020_vyc:123	[165,20] yac cāyattam anāyatte paratra tat tatra tadutpattyā pratibaddham ity api | tathā hi tanmātrā	yad PRL Case=Nom|Number=1|Gender=Neut # ca CCD # Ayat PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # an CX # Ayat PPP Case=Loc|Number=1|Gender=Neut|VerbForm=PPP # paratra CX # tad PRD Case=Nom|Number=1|Gender=Neut # tatra CAD # tad PRD Case=Cpd # utpatti NC Case=Ins|Number=1|Gender=Fem # pratibanD PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # iti CQT # api CX # taTA CX # hi CX # tanmAtra NC Case=Nom|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna020_vyc:124	[165,21] panayane dvitīyasāhityasyāpi niṣedhād vyaktaṃ tadāyattaṃ tat | evaṃ tanmātrāpasāraṇe 'pi	panayana NC Case=Loc|Number=1|Gender=Neut # dvitIya JJ Case=Cpd # sAhitya NC Case=Gen|Number=1|Gender=Neut # api CX # nizeDa NC Case=Abl|Number=1|Gender=Masc # vyakta JJ Case=Nom|Number=1|Gender=Neut # tad PRD Case=Nom|Number=1|Gender=Neut # yad PRL Case=Nom|Number=1|Gender=Neut # evam CX # tad PRD Case=Cpd # mAtra NC Case=Cpd # apasAraNa NC Case=Loc|Number=1|Gender=Neut # api CX #
/home/basti/code/dvarapandita/data/jna020_vyc:125	[165,22] boddhavyam | anyathā dvitīyāpasāraṇāpekṣaṇāt | kutas tanmātrāpasāraṇam iti tadutpattyaiva	buD KDG Case=Nom|Number=1|Gender=Neut|VerbForm=Ger # anyaTA CX # dvitIya JJ Case=Cpd # apasAraNa NC Case=Cpd # apekzaNa NC Case=Abl|Number=1|Gender=Neut # kutas CX # tanmAtra NC Case=Cpd # apasAraNa NC Case=Nom|Number=1|Gender=Neut # iti CQT # tad PRD Case=Cpd # utpatti NC Case=Ins|Number=1|Gender=Fem # eva CEM #
/home/basti/code/dvarapandita/data/jna020_vyc:126	[165,23] pratyakṣānupalambhasādhanayā vyāptir uktā bhavati | na tadviśeṣavirahiṇā darśanādarśanamātreṇa |	pratyakza NC Case=Cpd # anupalamBa NC Case=Cpd # sADana NC Case=Ins|Number=1|Gender=Fem # vyApti NC Case=Nom|Number=1|Gender=Fem # vac PPP Case=Nom|Number=1|Gender=Fem|VerbForm=PPP # BU V Tense=Pres|Mood=Ind|Person=3|Number=Sing # na CNG # tad PRD Case=Cpd # viSeza NC Case=Cpd # virahin JJ Case=Ins|Number=1|Gender=Masc # darSana NC Case=Cpd # adarSana NC Case=Cpd # mAtra NC Case=Ins|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna020_vyc:127	[165,24] tadviśeṣāpekṣaṇe ca sakṛd eva pravṛttau nirvṛttilābhān na bhūyaḥ pravṛttyapekṣā | yathā hi sakṛd	tad PRD Case=Cpd # viSeza NC Case=Cpd # apekzaNa NC Case=Loc|Number=1|Gender=Neut # ca CCD # sakRt CX # eva CEM # pravRtti NC Case=Loc|Number=1|Gender=Fem # nirvRtti NC Case=Cpd # lABa NC Case=Abl|Number=1|Gender=Masc # na CNG # BUyas CX # pravRtti NC Case=Cpd # apekzA NC Case=Nom|Number=1|Gender=Fem # yaTA CCM # hi CX # sakRt CX #
/home/basti/code/dvarapandita/data/jna020_vyc:128	[165,25] darśanādarśanena pratītasahacāramātrād anāśvāsakarān nāparam apareṇa pratyayam | tathā sakṛt	darSana NC Case=Cpd # adarSana NC Case=Ins|Number=1|Gender=Neut # pratI PPP Case=Cpd|VerbForm=PPP # sahacAra NC Case=Cpd # mAtra NC Case=Abl|Number=1|Gender=Neut # anASvAsa NC Case=Cpd # kara JJ Case=Abl|Number=1|Gender=Neut # na CNG # apara PPX Case=Acc|Number=1|Gender=Masc # apara PPX Case=Ins|Number=1|Gender=Masc # pratyaya NC Case=Acc|Number=1|Gender=Masc # taTA CX # sakRt CX #
/home/basti/code/dvarapandita/data/jna020_vyc:129	[165,26] pratyakṣānupalambhābhyāṃ pratītaviśiṣṭajātidvayahetuphalabhāvasambandhān nāparam aparābhyāṃ pratyeyam	pratyakza NC Case=Cpd # anupalamBa NC Case=Ins|Number=2|Gender=Masc # pratI PPP Case=Cpd|VerbForm=PPP # viSiz PPP Case=Cpd|VerbForm=PPP # jAti NC Case=Cpd # dvaya NC Case=Cpd # hetu NC Case=Cpd # Pala NC Case=Cpd # BAva NC Case=Cpd # sambanDa NC Case=Abl|Number=1|Gender=Masc # na CNG # apara PPX Case=Nom|Number=1|Gender=Neut # apara PPX Case=Ins|Number=2|Gender=Masc # pratI KDG Case=Nom|Number=1|Gender=Neut|VerbForm=Ger #
/home/basti/code/dvarapandita/data/jna020_vyc:130	[165,27] iti tāvataiva nirvṛttiḥ | yadi na sādṛśyādinā jātyantare tadadhyavasāyaḥ puruṣasyeti	iti CQT # tAvat JJ Case=Ins|Number=1|Gender=Masc # eva CEM # nirvRtti NC Case=Nom|Number=1|Gender=Fem # yadi CSB # na CNG # sAdRSya NC Case=Cpd # Adi NC Case=Ins|Number=1|Gender=Masc # jAti NC Case=Cpd # antara JJ Case=Loc|Number=1|Gender=Neut # tad PRD Case=Cpd # aDyavasAya NC Case=Nom|Number=1|Gender=Masc # puruza NC Case=Gen|Number=1|Gender=Masc # iti CQT #
/home/basti/code/dvarapandita/data/jna020_vyc:131	[165,28] nipuṇena pratipattrā bhavitavyam | sahacāramātre tu tajjātāv eva saṃśayaḥ | anyatra	nipuNa JJ Case=Ins|Number=1|Gender=Masc # pratipattra JJ Case=Nom|Number=1|Gender=Fem # BU KDG Case=Nom|Number=1|Gender=Neut|VerbForm=Ger # sahacAra NC Case=Cpd # mAtra NC Case=Loc|Number=1|Gender=Neut # tu CCD # tad PRD Case=Cpd # jan PPP Case=Nom|Number=2|Gender=Masc|VerbForm=PPP # eva CEM # saMSaya NC Case=Nom|Number=1|Gender=Masc # anyatra CX #
/home/basti/code/dvarapandita/data/jna020_vyc:132	[166,1] sahacāramātre vyabhicāradarśanaṃ ca puṣṭaṃ bījam asya | na cātra viṣānnadṛṣṭāntaḥ śāntaye |	sahacAra NC Case=Cpd # mAtra NC Case=Loc|Number=1|Gender=Neut # vyaBicAra NC Case=Cpd # darSana NC Case=Nom|Number=1|Gender=Neut # ca CCD # puz PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # bIja NC Case=Nom|Number=1|Gender=Neut # idam PRD Case=Gen|Number=1|Gender=Masc # na CNG # ca CCD # atra CAD # viza NC Case=Cpd # anna NC Case=Cpd # dRS PPP Case=Cpd|VerbForm=PPP # antar CAD # SAnti NC Case=Dat|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna020_vyc:133	[166,2] viṣānnād bhojyāntarasya bhinnajātīyatvāt | atra tu yaḥ prayojako bhāgo bhūyaṛ	viza NC Case=Cpd # anna NC Case=Abl|Number=1|Gender=Neut # Bojya NC Case=Cpd # antara JJ Case=Gen|Number=1|Gender=Neut # Bid PPP Case=Cpd|VerbForm=PPP # jAtIya JJ Case=Cpd # tva NC Case=Abl|Number=1|Gender=Neut # atra CAD # tu CCD # yad PRL Case=Nom|Number=1|Gender=Masc # prayojaka JJ Case=Nom|Number=1|Gender=Masc # BAga NC Case=Nom|Number=1|Gender=Masc # BUyas JJ Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna020_vyc:134	[166,3] sahacāralakṣaṇas tenaikajātiyatvam eva dhūmasya | na tu viṣadigdhatvaṃ dadhibhaktādeḥ sādhāraṇam	sahacAra NC Case=Cpd # lakzaNa NC Case=Nom|Number=1|Gender=Masc # tad PRD Case=Ins|Number=1|Gender=Masc # eka PPX Case=Cpd # jAti NC Case=Cpd # ayatva NC Case=Nom|Number=1|Gender=Neut # eva CEM # DUma NC Case=Gen|Number=1|Gender=Masc # na CNG # tu CCD # viza NC Case=Cpd # dih PPP Case=Cpd|VerbForm=PPP # tva NC Case=Nom|Number=1|Gender=Neut # daDi NC Case=Cpd # Bakta NC Case=Cpd # Adi NC Case=Gen|Number=1|Gender=Masc # sADAraNa JJ Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna020_vyc:135	[166,4] iti vaiṣamyam | tadutpattim antareṇa cāvyabhicārasyaivābhāvād bhede 'vyabhicārasyaiva	iti CQT # vEzamya NC Case=Nom|Number=1|Gender=Neut # tad PRD Case=Cpd # utpatti NC Case=Acc|Number=1|Gender=Fem # antareNa CX # ca CCD # avyaBicAra NC Case=Gen|Number=1|Gender=Masc # eva CEM # aBAva NC Case=Abl|Number=1|Gender=Masc # Beda NC Case=Loc|Number=1|Gender=Masc # vyaBicAra NC Case=Gen|Number=1|Gender=Masc # eva CEM #
/home/basti/code/dvarapandita/data/jna020_vyc:136	[166,5] tadutpattirūpatvāt | avyabhicārāpekṣayā kṣepas tadutpatter ayukta eva | tasmāt kāryam eva	tad PRD Case=Cpd # utpatti NC Case=Cpd # rUpa NC Case=Cpd # tva NC Case=Abl|Number=1|Gender=Neut # avyaBicAra NC Case=Cpd # apekzA NC Case=Ins|Number=1|Gender=Fem # kzepa NC Case=Nom|Number=1|Gender=Masc # tad PRD Case=Cpd # utpatti NC Case=Abl|Number=1|Gender=Fem # ayukta JJ Case=Nom|Number=1|Gender=Masc # eva CEM # tasmAt CX # kR KDG Case=Nom|Number=1|Gender=Neut|VerbForm=Ger # eva CEM #
/home/basti/code/dvarapandita/data/jna020_vyc:137	[166,6] hetur dhūmo dhūmadhvajasya | tadutpattyāvyabhicārākṣepāt | na saṃyogī sahacāramātrollekhāt |	hetu NC Case=Nom|Number=1|Gender=Masc # DUma NC Case=Nom|Number=1|Gender=Masc # DUmaDvaja NC Case=Gen|Number=1|Gender=Masc # tad PRD Case=Cpd # utpatti NC Case=Ins|Number=1|Gender=Fem # avyaBicAra NC Case=Cpd # Akzepa NC Case=Abl|Number=1|Gender=Masc # na CNG # saMyogin JJ Case=Nom|Number=1|Gender=Masc # sahacAra NC Case=Cpd # mAtra NC Case=Cpd # ulleKa NC Case=Abl|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna020_vyc:138	[166,7] kathaṃ tarhi karabhagardabhodāharaṇam asaṃyogāt | dāsīkalaśasaṃyogadarśanabhūmnā santoṣo 'stu |	kaTam CX #
/home/basti/code/dvarapandita/data/jna020_vyc:139	[166,8] karabhagardabhayor api vā jalabalākayor iva tāvati kāle deśe 'vasthitiniyamas tathā	karaBa NC Case=Cpd # gardaBa NC Case=Gen|Number=2|Gender=Masc # api CX # vA CCD # jala NC Case=Cpd # balAka NC Case=Gen|Number=2|Gender=Masc # iva CCM # tAvat JJ Case=Loc|Number=1|Gender=Masc # kAla NC Case=Loc|Number=1|Gender=Masc # deSa NC Case=Loc|Number=1|Gender=Masc # vasTiti NC Case=Cpd # niyama NC Case=Nom|Number=1|Gender=Masc # taTA CX #
/home/basti/code/dvarapandita/data/jna020_vyc:140	[166,9] darśanād astv iti na kiñcid etat | tasmād arthāntare gamye kāryahetus tadbhāvasiddhiś ca	darSana NC Case=Abl|Number=1|Gender=Neut # as V Tense=Pres|Mood=Imp|Person=3|Number=Sing # iti CQT # na CNG # kaScit PRI Case=Nom|Number=1|Gender=Neut # etad PRD Case=Nom|Number=1|Gender=Neut # tasmAt CX # arTa NC Case=Cpd # antara JJ Case=Loc|Number=1|Gender=Neut # gam KDG Case=Loc|Number=1|Gender=Neut|VerbForm=Ger # kArya NC Case=Cpd # hetu NC Case=Nom|Number=1|Gender=Masc # tad PRD Case=Cpd # BAva NC Case=Cpd # sidDi NC Case=Nom|Number=1|Gender=Fem # ca CCD #
/home/basti/code/dvarapandita/data/jna020_vyc:141	[166,10] pratyakṣānupalambhād iti sthitam ||	pratyakza NC Case=Cpd # anupalamBa NC Case=Abl|Number=1|Gender=Masc # iti CQT # sTA PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP #
/home/basti/code/dvarapandita/data/jna020_vyc:142	[166,11] Trilocanacodye tu brūmaḥ || viśeṣaviṣayaṃ pratyakṣam iti || kiṃ viśeṣo 'pi viṣayo 'asya |	trilocana NC Case=Cpd # coday KDG Case=Loc|Number=1|Gender=Masc|VerbForm=Ger # tu CCD # brU V Tense=Pres|Mood=Ind|Person=1|Number=Plur # viSeza NC Case=Cpd # vizaya NC Case=Acc|Number=1|Gender=Masc # pratyakza JJ Case=Acc|Number=1|Gender=Masc # iti CQT # ka PRQ Case=Nom|Number=1|Gender=Neut # viSeza NC Case=Nom|Number=1|Gender=Masc # api CX # vizaya NC Case=Nom|Number=1|Gender=Masc # idam PRD Case=Gen|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna020_vyc:143	[166,12] atha viśeṣa eva | ayogavyavacchedapakṣe na sāmānyaviṣayatāpratihatir iti kathaṃ na	aTa CAD # viSeza NC Case=Nom|Number=1|Gender=Masc # eva CEM # ayoga NC Case=Cpd # vyavacCeda NC Case=Cpd # pakza NC Case=Loc|Number=1|Gender=Masc # na CNG # sAmAnya NC Case=Cpd # vizaya NC Case=Cpd # tA NC Case=Cpd # pratihati NC Case=Nom|Number=1|Gender=Fem # iti CQT # kaTam CX # na CNG #
/home/basti/code/dvarapandita/data/jna020_vyc:144	[166,13] pratyakṣānupalambhāvakāśaḥ sāmānyadvaye | anyayogavyavacchedas tu kim asmatsiddhāntāśrayeṇocyate |	pratyakza NC Case=Cpd # anupalamBa NC Case=Cpd # AkASa NC Case=Nom|Number=1|Gender=Masc # sAmAnya NC Case=Cpd # dvaya NC Case=Loc|Number=1|Gender=Neut # anya PPX Case=Cpd # yoga NC Case=Cpd # vyavacCeda NC Case=Nom|Number=1|Gender=Masc # tu CCD # ka PRQ Case=Nom|Number=1|Gender=Neut # mad PPR Case=Cpd # siD PPP Case=Cpd|VerbForm=PPP # anASraya JJ Case=Ins|Number=1|Gender=Masc # vac V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna020_vyc:145	[166,14] vastuvṛttyā vā | asmākaṃ tāvad ubhayam ubhayam api pramāṇam ubhayaviṣayam | grāhyādhyavaseya-	vastu NC Case=Cpd # vRtti NC Case=Ins|Number=1|Gender=Fem # vA CCD # mad PPR Case=Gen|Number=3|Gender= # tAvat CX # uBaya JJ Case=Nom|Number=1|Gender=Neut # uBaya JJ Case=Nom|Number=1|Gender=Neut # api CX # pramANa NC Case=Nom|Number=1|Gender=Neut # uBaya JJ Case=Cpd # vizaya NC Case=Nom|Number=1|Gender=Neut # grah KDG Case=Cpd|VerbForm=Ger # aDyavaso CGDA VerbForm=Abs #
/home/basti/code/dvarapandita/data/jna020_vyc:146	[166,15] bhedena | yad dhi yatra jñāne pratibhāsate tad grāhyam | yatra tu tad[] pravartate tad adhyavaseyam |	Beda NC Case=Ins|Number=1|Gender=Masc # yad PRL Case=Nom|Number=1|Gender=Neut # hi CX # yatra CX # jQAna NC Case=Loc|Number=1|Gender=Neut # pratiBAs V Tense=Pres|Mood=Ind|Person=3|Number=Plur # tad PRD Case=Nom|Number=1|Gender=Neut # grah KDG Case=Nom|Number=1|Gender=Neut|VerbForm=Ger # yatra CX # tu CCD # tad PRD Case=Nom|Number=1|Gender=Neut # pravRt V Tense=Pres|Mood=Ind|Person=3|Number=Sing # tad PRD Case=Nom|Number=1|Gender=Neut # aDyavaseya NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna020_vyc:147	[166,16] tatra pratyakṣasya svalakṣaṇaṃ grāhyam | adhyavaseyaṃ ca sāmānyam | anumānasya tu viparyayaḥ | tatra	tatra CAD # pratyakza NC Case=Gen|Number=1|Gender=Neut # sva JJ Case=Cpd # lakzaNa NC Case=Nom|Number=1|Gender=Neut # grah KDG Case=Nom|Number=1|Gender=Neut|VerbForm=Ger # aDyavaseya NC Case=Nom|Number=1|Gender=Neut # ca CCD # sAmAnya NC Case=Nom|Number=1|Gender=Neut # anumAna NC Case=Gen|Number=1|Gender=Neut # tu CCD # viparyaya NC Case=Nom|Number=1|Gender=Masc # tatra CAD #
/home/basti/code/dvarapandita/data/jna020_vyc:148	[166,17] sādhanapratyakṣaṃ tadaivārthakriyārthinaḥ kṣaṇavīkṣaṇe 'pi santānāpekṣayā sāmānyaviṣayam |	sADana NC Case=Cpd # pratyakza NC Case=Nom|Number=1|Gender=Neut # tadA CAD # eva CEM # arTa NC Case=Cpd # kriyA NC Case=Cpd # arTin JJ Case=Gen|Number=1|Gender=Masc # kzaNa NC Case=Cpd # vIkzaNa NC Case=Loc|Number=1|Gender=Neut # api CX # saMtAna NC Case=Cpd # apekzA NC Case=Ins|Number=1|Gender=Fem # sAmAnya JJ Case=Cpd # vizaya NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna020_vyc:149	[166,18] vyāptigrahaṇaprakaraṇe punar ekavyaktidarśane 'pi sarvasajātīyavyaktiviṣayatvena sāmānya-	vyApti NC Case=Cpd # grahaNa NC Case=Cpd # prakaraNa NC Case=Loc|Number=1|Gender=Neut # punar CAD # eka PPX Case=Cpd # vyakti NC Case=Cpd # darSana NC Case=Loc|Number=1|Gender=Neut # api CX # sarva JQ Case=Cpd # sajAtIya JJ Case=Cpd # vyakti NC Case=Cpd # vizaya NC Case=Cpd # tva NC Case=Ins|Number=1|Gender=Neut # sAmAnya JJ Case=Cpd # tva NC Case=Ins|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna020_vyc:150	[166,19] viṣayam | pratyakṣeṇa mayāgnijanmā dhūmaḥ paricchinna iti sakalatadanyāpoṭhavyakti	vizaya NC Case=Nom|Number=1|Gender=Neut # pratyakza NC Case=Ins|Number=1|Gender=Neut # mad PPR Case=Ins|Number=1|Gender= # agnijanman NC Case=Nom|Number=1|Gender=Masc # DUma NC Case=Nom|Number=1|Gender=Masc # paricCid PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # iti CQT # sakala JJ Case=Cpd # tad PRD Case=Cpd # anya PPX Case=Cpd # ApoWa NC Case=Cpd # vyakti NC Case=Nom|Number=1|Gender=Neut #
