/home/basti/code/dvarapandita/data/jna030_bab:0	[179,2-182,8] || bhedābhedaparīkṣā ||	Beda NC Case=Cpd # aBeda NC Case=Cpd # parIkzA NC Case=Nom|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna030_bab:46	[180,21] cetayata ity upekṣām arhati | na hi tad icchātiriktam atra kāraṇam ākalayāmaḥ | api ca, yadā	cetay V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT # upekzA NC Case=Acc|Number=1|Gender=Fem # arh V Tense=Pres|Mood=Ind|Person=3|Number=Sing # na CNG # hi CX # tad PRD Case=Nom|Number=1|Gender=Neut # icCA NC Case=Cpd # atiric PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # atra CAD # kAraNa NC Case=Nom|Number=1|Gender=Neut # Akalay V Tense=Pres|Mood=Ind|Person=1|Number=Plur # api CX # ca CCD # yadA CSB #
/home/basti/code/dvarapandita/data/jna030_bab:47	[180,22] bhedasya paścād bhedābhyupagamaḥ, tadā pṛthagupalabdhiṃ bādhamānasyābhedasya dvitīyaṃ kāryaṃ	Beda NC Case=Gen|Number=1|Gender=Masc # paScAt CAD # Beda NC Case=Cpd # aByupagama NC Case=Nom|Number=1|Gender=Masc # tadA CAD # pRTak CX # upalabDi NC Case=Acc|Number=1|Gender=Fem # bAD KDP Case=Gen|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # aBeda NC Case=Gen|Number=1|Gender=Masc # dvitIya JJ Case=Nom|Number=1|Gender=Neut # kArya NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna030_bab:48	[180,23] kena nivāryatām? bhedeneti cet, na, yady anyenottarakālabhāvinā, tadāsyāpi doṣāṅga-	ka PRQ Case=Ins|Number=1|Gender=Masc # nivAray V Tense=Pres|Mood=Imp|Voice=Pass|Person=3|Number=Sing # Beda NC Case=Ins|Number=1|Gender=Masc # iti CQT # ced CX # na CNG # yadi CSB # anya PPX Case=Ins|Number=1|Gender=Masc # uttara JJ Case=Cpd # kAla NC Case=Cpd # BAvin JJ Case=Ins|Number=1|Gender=Masc # tadA CAD # api CX # doza NC Case=Cpd # aFga NC Case=Voc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna030_bab:49	[180,24] nirākaraṇāyāparo mṛgyata ity anavasthā | atha prāktanena, tasya yady etāvatī śaktiḥ	nirAkaraNa NC Case=Dat|Number=1|Gender=Neut # apara PPX Case=Nom|Number=1|Gender=Masc # mRgay V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # iti CQT # anavasTA NC Case=Nom|Number=1|Gender=Fem # aTa CAD # prAktana JJ Case=Ins|Number=1|Gender=Neut # tad PRD Case=Gen|Number=1|Gender=Masc # yadi CSB # etAvat JJ Case=Nom|Number=1|Gender=Fem # Sakti NC Case=Nom|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna030_bab:50	[180,25] paścād abhedenopanīyamānam apṛthakpratibhāsam eva kathaṃ na badhnīyāt? tad yadi pūrvāpekṣayā	paScAt CAD # aBeda NC Case=Ins|Number=1|Gender=Masc # upanI KDP Case=Acc|Number=1|Gender=Masc|Tense=Pres|Voice=Pass|VerbForm=Part # apRTak CX # pratiBAsa NC Case=Acc|Number=1|Gender=Masc # eva CEM # kaTam CX # na CNG # banD V Tense=Pres|Mood=Opt|Person=3|Number=Sing # tad PRD Case=Nom|Number=1|Gender=Neut # yadi CSB # pUrva PPX Case=Cpd # apekzA NC Case=Ins|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna030_bab:51	[180,26] uttarasyāpavādakatvaṃ, pūrvatarāpekṣayā kathaṃ neti cintyam | tasmāt pratyekam ubhayakārya-	uttara JJ Case=Gen|Number=1|Gender=Neut # apavAdaka JJ Case=Cpd # tva NC Case=Nom|Number=1|Gender=Neut # pUrvatara JJ Case=Cpd # apekzA NC Case=Ins|Number=1|Gender=Fem # kaTam CX # na CNG # iti CQT # cintay KDG Case=Nom|Number=1|Gender=Neut|VerbForm=Ger # tasmAt CX # pratyekam CX # uBaya JJ Case=Cpd # kArya NC Case=Voc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna030_bab:52	[181,1] tvāt bhedābhedayor ekapratiniyataḥ parihāraḥ svīkāro vety anibandhanam etat | tataḥ pṛthak	tva NC Case=Abl|Number=1|Gender=Neut # Beda NC Case=Cpd # aBeda NC Case=Gen|Number=2|Gender=Masc # eka PPX Case=Cpd # pratiniyam PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # parihAra NC Case=Nom|Number=1|Gender=Masc # svIkR V Tense=Perf|Mood=Ind|Person=3|Number=Sing # vA CCD # iti CQT # anibanDana NC Case=Nom|Number=1|Gender=Neut # etad PRD Case=Nom|Number=1|Gender=Neut # tatas CX # pRTak CX #
/home/basti/code/dvarapandita/data/jna030_bab:53	[181,2] pratibhāsāpratibhāsau sahotpattyanutpattī śabdāntaravṛttyavṛttyādayaś caikasyaikadā prasajyeran |	pratiBAsA NC Case=Cpd # pratiBAsa NC Case=Nom|Number=2|Gender=Masc # saha CX # utpatti NC Case=Cpd # anutpatti NC Case=Nom|Number=2|Gender=Fem # Sabda NC Case=Cpd # antara JJ Case=Cpd # vRtti NC Case=Cpd # avRtti NC Case=Cpd # Adi NC Case=Nom|Number=3|Gender=Masc # ca CCD # eka PPX Case=Gen|Number=1|Gender=Masc # ekadA CX # prasaQj V Tense=Pres|Mood=Opt|Voice=Pass|Person=3|Number=Plur #
/home/basti/code/dvarapandita/data/jna030_bab:54	[181,3] na copādher upādhimato bhedenānubhavagandho 'pi samasti | vyaktivināśe va vyaktileśo 'pi	na CNG # ca CCD # upADi NC Case=Gen|Number=1|Gender=Masc # upADimant NC Case=Gen|Number=1|Gender=Masc # Beda NC Case=Ins|Number=1|Gender=Masc # anuBava NC Case=Cpd # ganDa NC Case=Nom|Number=1|Gender=Masc # api CX # samas V Tense=Pres|Mood=Ind|Person=3|Number=Sing # vyakti NC Case=Cpd # vinASa NC Case=Loc|Number=1|Gender=Masc # tvad PPR Case=Gen|Number=3|Gender= # vyakti NC Case=Cpd # leSa NC Case=Nom|Number=1|Gender=Masc # api CX #
/home/basti/code/dvarapandita/data/jna030_bab:55	[181,4] na sāmānyasyābhyupeyate paraiḥ |	na CNG # sAmAnya NC Case=Gen|Number=1|Gender=Neut # aByupe V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # para PPX Case=Ins|Number=3|Gender=Masc #
/home/basti/code/dvarapandita/data/jna030_bab:56	[181,5] vyaktirūpeṇeṣyata eveti cet nanu vyaktirūpeṇeti na nijena rūpeṇeti	vyakti NC Case=Cpd # rUpa NC Case=Ins|Number=1|Gender=Neut # iz V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # eva CEM # iti CQT # ced CX # nanu CX # vyakti NC Case=Cpd # rUpa NC Case=Ins|Number=1|Gender=Neut # iti CQT # na CNG # nija JJ Case=Ins|Number=1|Gender=Neut # rUpa NC Case=Ins|Number=1|Gender=Neut # iti CQT #
/home/basti/code/dvarapandita/data/jna030_bab:57	[181,6] vivakṣitam, anyathā viśeṣaṇānarthakyāt | nijasyaiva rūpasya bhedābhedacintāyām ayaṃ	vivakz PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # anyaTA CX # viSezaNa NC Case=Abl|Number=1|Gender=Neut # arTa NC Case=Cpd # kAya NC Case=Abl|Number=1|Gender=Masc # nija JJ Case=Gen|Number=1|Gender=Neut # eva CEM # rUpa NC Case=Gen|Number=1|Gender=Neut # Beda NC Case=Cpd # aBeda NC Case=Cpd # cintA NC Case=Loc|Number=1|Gender=Fem # idam PRD Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna030_bab:58	[181,7] prasaṅga iti kim anena parihṛtam? atha nijam asya na rūpāntaraṃ saṃbhavaty eva, kasya tarhi	prasaFga NC Case=Nom|Number=1|Gender=Masc # iti CQT # kim CX # idam PRD Case=Ins|Number=1|Gender=Masc # parihR PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # aTa CAD # nija JJ Case=Nom|Number=1|Gender=Neut # idam PRD Case=Gen|Number=1|Gender=Masc # na CNG # rUpa NC Case=Cpd # antara JJ Case=Nom|Number=1|Gender=Neut # samBU V Tense=Pres|Mood=Ind|Person=3|Number=Sing # eva CEM # ka PRQ Case=Gen|Number=1|Gender=Masc # tarhi CX #
/home/basti/code/dvarapandita/data/jna030_bab:59	[181,8] bhedābhedacinteti siddhā nirupādhayo dharmāḥ | nanu bhinnasyābhedasaṃbhave 'pi śabdāntara-	Beda NC Case=Cpd # aBeda NC Case=Cpd # cintA NC Case=Nom|Number=1|Gender=Fem # iti CQT # siD PPP Case=Nom|Number=3|Gender=Masc|VerbForm=PPP # nirupADi JJ Case=Nom|Number=3|Gender=Masc # Darma NC Case=Nom|Number=3|Gender=Masc # nanu CX # Bid PPP Case=Gen|Number=1|Gender=Masc|VerbForm=PPP # aBeda NC Case=Cpd # samBava NC Case=Loc|Number=1|Gender=Masc # api CX # Sabda NC Case=Cpd # antara JJ Case=Voc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna030_bab:60	[181,9] vaiyarthyaṃ vidma iti kim atra kurmaḥ? evaṃ tarhi bhinnasyāpy upādher na bhinnaḥ prakāśa iti	vEyarTya NC Case=Nom|Number=1|Gender=Neut # vid V Tense=Perf|Mood=Ind|Person=1|Number=Plur # iti CQT # ka PRQ Case=Acc|Number=1|Gender=Neut # atra CAD # kR V Tense=Pres|Mood=Ind|Person=1|Number=Plur # evam CX # tarhi CX # Bid PPP Case=Gen|Number=1|Gender=Masc|VerbForm=PPP # api CX # upADi NC Case=Gen|Number=1|Gender=Masc # na CNG # Bid PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # prakASa NC Case=Nom|Number=1|Gender=Masc # iti CQT #
/home/basti/code/dvarapandita/data/jna030_bab:61	[181,10] kim atra kurma iti bruvato naikāntavāde 'pi doṣa iti tathāpi vyartho dvaitamartāśrayaḥ, paryante	ka PRQ Case=Acc|Number=1|Gender=Neut # atra CAD # kR V Tense=Pres|Mood=Ind|Person=1|Number=Plur # iti CQT # brU KDP Case=Gen|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # na CNG # ekAnta NC Case=Cpd # vAda NC Case=Loc|Number=1|Gender=Masc # api CX # doza NC Case=Nom|Number=1|Gender=Masc # iti CQT # taTA CX # api CX # vyarTa JJ Case=Nom|Number=1|Gender=Masc # dvEta NC Case=Acc|Number=1|Gender=Neut # Rte CX # ASraya NC Case=Nom|Number=1|Gender=Masc # paryanta NC Case=Loc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna030_bab:62	[181,11] pādaprasārikāyā aparihārāt | pariśramātiśayas tv atiricyate, āho puruṣikā	pAda NC Case=Cpd # prasArikA NC Case=Gen|Number=1|Gender=Fem # aparihAra NC Case=Abl|Number=1|Gender=Masc # pariSrama NC Case=Cpd # atiSaya NC Case=Nom|Number=1|Gender=Masc # tu CCD # atiric V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # Aho CX # puruzikA NC Case=Nom|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna030_bab:63	[181,12] vā? athāpi syāt tādātmyam abhyupagacchato yadā śabdāntarāvṛttyādidoṣaḥ, paraiḥ	vA CCD # aTa CAD # api CX # as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # tAdAtmya NC Case=Acc|Number=1|Gender=Neut # aByupagam KDP Case=Gen|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # yadA CSB # Sabda NC Case=Cpd # antarAvRtti NC Case=Cpd # Adi NC Case=Cpd # doza NC Case=Nom|Number=1|Gender=Masc # para PPX Case=Ins|Number=3|Gender=Masc #
/home/basti/code/dvarapandita/data/jna030_bab:64	[181,13] prasajyate, tadā bhedasyāpi saṃbhavaḥ parihāraḥ | bhede ca pratibhāsabhedāpādane 'bhedopanaya	prasaQj V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # tadA CAD # Beda NC Case=Gen|Number=1|Gender=Masc # api CX # samBava NC Case=Nom|Number=1|Gender=Masc # parihAra NC Case=Nom|Number=1|Gender=Masc # Beda NC Case=Loc|Number=1|Gender=Masc # ca CCD # pratiBAsa NC Case=Cpd # Beda NC Case=Cpd # ApAdana NC Case=Loc|Number=1|Gender=Neut # Beda NC Case=Cpd # upanaya NC Case=Voc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna030_bab:65	[181,14] iti na śakyam ekāntavāde | na ca pādaprasāriketi nāpy ubhayadoṣaprasaṅgaḥ | yadā hi pūrvaṃ	iti CQT # na CNG # Sakya JJ Case=Nom|Number=1|Gender=Neut # ekAnta NC Case=Cpd # vAda NC Case=Loc|Number=1|Gender=Masc # na CNG # ca CCD # pAda NC Case=Cpd # prasArika JJ Case=Nom|Number=1|Gender=Fem # iti CQT # na CNG # api CX # uBaya JJ Case=Cpd # doza NC Case=Cpd # prasaFga NC Case=Nom|Number=1|Gender=Masc # yadA CSB # hi CX # pUrvam CX #
/home/basti/code/dvarapandita/data/jna030_bab:66	[181,15] bheda upanītaḥ, tadā tadāsaṅgidoṣotkhāte cābhedasyopanayāt |	Beda NC Case=Nom|Number=1|Gender=Masc # upanI PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # tadA CAD # tad PRD Case=Cpd # asaFgin JJ Case=Cpd # doza NC Case=Cpd # utKan PPP Case=Loc|Number=1|Gender=Masc|VerbForm=PPP # ca CCD # aBeda NC Case=Gen|Number=1|Gender=Masc # upanaya NC Case=Abl|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna030_bab:67	[181,16] evaṃ punaḥ punas tadāvartanaparamparayā paryavasānābhāve 'pi na kṣatir iti cet?	evam CX # punar CAD # punar CAD # tad PRD Case=Cpd # Avarta NC Case=Cpd # paramparA NC Case=Ins|Number=1|Gender=Fem # paryavasAna NC Case=Cpd # aBAva NC Case=Loc|Number=1|Gender=Masc # api CX # na CNG # kzati NC Case=Nom|Number=1|Gender=Fem # iti CQT # ced CX #
/home/basti/code/dvarapandita/data/jna030_bab:68	[181,16] bhavatopanīyamānas tarhi bādhako dharmaḥ sādhako vā na svasāmarthyenaivety āpannam | upanayaś ca	Bavat JJ Case=Ins|Number=1|Gender=Masc # upanI KDP Case=Nom|Number=1|Gender=Masc|Tense=Pres|Voice=Pass|VerbForm=Part # tarhi CX # bADaka JJ Case=Nom|Number=1|Gender=Masc # Darma NC Case=Nom|Number=1|Gender=Masc # sADaka NC Case=Nom|Number=1|Gender=Masc # vA CCD # na CNG # sva JJ Case=Cpd # sAmarTya NC Case=Ins|Number=1|Gender=Neut # eva CEM # iti CQT # Apad PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # upanaya NC Case=Nom|Number=1|Gender=Masc # ca CCD #
/home/basti/code/dvarapandita/data/jna030_bab:69	[181,17] vacanātmany anabhidhīyamāno bhavata uṣarbudho 'pi na bādhakaḥ syāt | etena mayā prasaṅgārtham	vacana NC Case=Cpd # Atman NC Case=Loc|Number=1|Gender=Masc # anaBiDIyamAna JJ Case=Nom|Number=1|Gender=Masc # Bavat JJ Case=Gen|Number=1|Gender=Masc # uzarbuDa JJ Case=Nom|Number=1|Gender=Masc # api CX # na CNG # bADaka JJ Case=Nom|Number=1|Gender=Masc # as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # etad PRD Case=Ins|Number=1|Gender=Neut # mad PPR Case=Ins|Number=1|Gender= # prasaFga NC Case=Cpd # arTa NC Case=Acc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna030_bab:70	[181,18] anaṅgīkārād ity api nirastam | na hi jīvanāya bhakṣyamāṇaṃ viṣaṃ na hinastīti śakyam |	anaFgIkAra NC Case=Abl|Number=1|Gender=Masc # iti CQT # api CX # niras PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # na CNG # hi CX # jIvana NC Case=Dat|Number=1|Gender=Neut # Bakz KDP Case=Nom|Number=1|Gender=Neut|Tense=Pres|Voice=Pass|VerbForm=Part # viza NC Case=Nom|Number=1|Gender=Neut # na CNG # hiMs V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT # Sakya JJ Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna030_bab:71	[181,19] tasmād bautārgalayugalasamānam etad ubhayaparijihīrṣayobhayapakṣālambhanaṃ mandamedhasām	tasmAt CX # bOtArgala NC Case=Cpd # yugala NC Case=Cpd # samAna JJ Case=Nom|Number=1|Gender=Neut # etad PRD Case=Nom|Number=1|Gender=Neut # uBaya JJ Case=Cpd # parijihIrzA NC Case=Cpd # uBaya JJ Case=Cpd # pakza NC Case=Cpd # AlamBana NC Case=Nom|Number=1|Gender=Neut # manda JJ Case=Cpd # meDa NC Case=Cpd # sAman NC Case=Gen|Number=3|Gender=Neut #
/home/basti/code/dvarapandita/data/jna030_bab:72	[181,20] iti |	iti CQT #
/home/basti/code/dvarapandita/data/jna030_bab:73	[181,21] prayogaḥ, yad yanmātranimittaṃ tat tasmin sati bhavaty eva, yathā cakṣurādi-	prayoga NC Case=Nom|Number=1|Gender=Masc # yad PRL Case=Nom|Number=1|Gender=Neut # yad PRL Case=Nom|Number=1|Gender=Neut # mAtra NC Case=Cpd # nimitta NC Case=Nom|Number=1|Gender=Neut # tad PRD Case=Nom|Number=1|Gender=Neut # tad PRD Case=Loc|Number=1|Gender=Neut # as KDP Case=Loc|Number=1|Gender=Neut|Tense=Pres|VerbForm=Part # BU V Tense=Pres|Mood=Ind|Person=3|Number=Sing # eva CEM # yaTA CCM # cakzus NC Case=Cpd # Adi NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna030_bab:74	[181,22] sāmagrīmātranimittaṃ jñānajanma, bhedābhedamātrāpekṣaṃ ca yathoktadoṣajātam iti svabhāvahetuḥ |	sAmagrI NC Case=Cpd # mAtra NC Case=Cpd # nimitta NC Case=Nom|Number=1|Gender=Neut # jQAna NC Case=Cpd # janman NC Case=Nom|Number=1|Gender=Neut # Beda NC Case=Cpd # aBeda NC Case=Cpd # mAtra NC Case=Cpd # apekzA NC Case=Nom|Number=1|Gender=Neut # ca CCD # yaTA CCM # vac PPP Case=Cpd|VerbForm=PPP # doza NC Case=Cpd # jAta NC Case=Nom|Number=1|Gender=Neut # iti CQT # svaBAva NC Case=Cpd # hetu NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna030_bab:75	[181,23] tanmātranimittatvam anyānapekṣatvena vyāptam, tatsaṃbhave 'pi ca tadbhāve tadviruddham anyāpekṣatvaṃ	tanmAtra NC Case=Cpd # nimitta NC Case=Cpd # tva NC Case=Nom|Number=1|Gender=Neut # anya PPX Case=Cpd # anapekza JJ Case=Cpd # tva NC Case=Ins|Number=1|Gender=Neut # vyAp PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # tad PRD Case=Cpd # samBava NC Case=Loc|Number=1|Gender=Masc # api CX # ca CCD # tad PRD Case=Cpd # BAva NC Case=Loc|Number=1|Gender=Masc # tad PRD Case=Nom|Number=1|Gender=Neut # viruD PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # anya PPX Case=Cpd # apekza JJ Case=Cpd # tva NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna030_bab:76	[181,24] syād iti vyāpakaviruddhopalabdhyā viparyayān nivartamānaṃ tanmātranimittatvaṃ tasmin	as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # iti CQT #
/home/basti/code/dvarapandita/data/jna030_bab:77	[181,25] sati bhāve niyamyata iti vyāptisiddhiḥ | nāpy asiddhis tanmātrāpekṣāyāḥ | na hy abheda-	as KDP Case=Loc|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # BAva NC Case=Loc|Number=1|Gender=Masc # niyam V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # iti CQT # vyApti NC Case=Cpd # sidDi NC Case=Nom|Number=1|Gender=Fem # na CNG # api CX # asidDi NC Case=Nom|Number=1|Gender=Fem # tanmAtra NC Case=Cpd # apekzA NC Case=Gen|Number=1|Gender=Fem # na CNG # hi CX # aBeda NC Case=Voc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna030_bab:78	[181,26] mātrātiriktaṃ sahotpādanimittam upapadyate | bhedamātrātirikitaṃ vā pṛthakprakāśasya dṛśyatve |	mAtrAtirikta JJ Case=Nom|Number=1|Gender=Neut # saha CX # utpAda NC Case=Cpd # nimitta NC Case=Nom|Number=1|Gender=Neut # upapad V Tense=Pres|Mood=Ind|Person=3|Number=Sing # Beda NC Case=Cpd # mAtra NC Case=Cpd # atiric PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # vA CCD # pRTak CX # prakASa NC Case=Gen|Number=1|Gender=Masc # dRS CGDA VerbForm=Abs #
/home/basti/code/dvarapandita/data/jna030_bab:79	[182,1] ayoguṭadahanayoḥ kṣīrodakayor vā bhede 'pi abhavan prakāśabheda itarasāpekṣaḥ siddha iti	ayas NC Case=Cpd # guwa NC Case=Cpd # dahana NC Case=Gen|Number=2|Gender=Neut # kzIra NC Case=Cpd # udaka NC Case=Gen|Number=2|Gender=Neut # vA CCD # Beda NC Case=Loc|Number=1|Gender=Masc # api CX # BU V Tense=Impf|Mood=Ind|Person=3|Number=Sing # prakASa NC Case=Cpd # Beda NC Case=Nom|Number=1|Gender=Masc # itara PPX Case=Cpd # rasa NC Case=Cpd # apekzA NC Case=Nom|Number=1|Gender=Masc # siD PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # iti CQT #
/home/basti/code/dvarapandita/data/jna030_bab:80	[182,2] cet? na, abhrāntendriyajñānasyaprakṛtatvāt | tatra bhinne eva vastunī ekīkṛtya pratipādyamānaṃ	ced CX # na CNG # aBra NC Case=Cpd # anta NC Case=Cpd # indriya NC Case=Cpd # jQAna NC Case=Gen|Number=1|Gender=Neut # prakR PPP Case=Cpd|VerbForm=PPP # tva NC Case=Abl|Number=1|Gender=Neut # tatra CAD # Bid PPP Case=Loc|Number=1|Gender=Neut|VerbForm=PPP # eva CEM # vastu NC Case=Loc|Number=1|Gender=Neut # ekIkR CGDA VerbForm=Abs # pratipAday KDP Case=Acc|Number=1|Gender=Neut|Tense=Pres|Voice=Pass|VerbForm=Part #
/home/basti/code/dvarapandita/data/jna030_bab:81	[182,3] jñānaṃ katham abhrāntaṃ nāma?	jQAna NC Case=Nom|Number=1|Gender=Neut # kaTam CX # aBrAnta JJ Case=Nom|Number=1|Gender=Neut # nAma CX #
/home/basti/code/dvarapandita/data/jna030_bab:82	[182,4] etena candradvayapratibhāso vyākhyārtaḥ | athobhayakāraṇārabdham ekam eva tad vastu	etad PRD Case=Ins|Number=1|Gender=Neut # candra NC Case=Cpd # dvaya NC Case=Cpd # pratiBAsa NC Case=Nom|Number=1|Gender=Masc # vyAKyA NC Case=Cpd # Arta JJ Case=Nom|Number=1|Gender=Masc # aTa CAD # uBaya JJ Case=Cpd # kAraNa NC Case=Cpd # AraB PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # eka PPX Case=Nom|Number=1|Gender=Neut # eva CEM # tad PRD Case=Nom|Number=1|Gender=Neut # vastu NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna030_bab:83	[182,4] saṃjātam iti matiḥ, tadā vyabhicāra eva nāstīti siddhaṃ tanmātrāpekṣatvam | syād etat |	saMjan PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # iti CQT # mati NC Case=Nom|Number=1|Gender=Fem # tadA CAD # vyaBicAra NC Case=Nom|Number=1|Gender=Masc # eva CEM # na CNG # as V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT # siD PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # tanmAtra NC Case=Cpd # apekza JJ Case=Cpd # tva NC Case=Nom|Number=1|Gender=Neut # as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # etad PRD Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna030_bab:84	[182,5] tanmātrāpekṣasyāpi tadbhāvenāvaśyambhāvaḥ, yathā kaṭukamadhuradravyabhāvinor api pitta-	tanmAtra NC Case=Cpd # apekzA NC Case=Gen|Number=1|Gender=Masc # api CX # tad PRD Case=Cpd # BAva NC Case=Ins|Number=1|Gender=Masc # avaSyamBAva NC Case=Nom|Number=1|Gender=Masc # yaTA CCM # kawuka JJ Case=Cpd # maDura JJ Case=Cpd # dravya NC Case=Cpd # BAvin JJ Case=Gen|Number=2|Gender=Masc # api CX # pitta NC Case=Voc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna030_bab:85	[182,6] śleṣmaṇoḥ | tad ayuktam, vīryavipākāpekṣayāpi tad atatkāryakaraṇasaṃbhavād dravyāṇām,	Slezman NC Case=Gen|Number=2|Gender=Masc # tad PRD Case=Nom|Number=1|Gender=Neut # ayukta JJ Case=Nom|Number=1|Gender=Neut # vIrya NC Case=Cpd # vipAka NC Case=Cpd # apekzA NC Case=Ins|Number=1|Gender=Fem # api CX # tad PRD Case=Nom|Number=1|Gender=Neut # atatkArya NC Case=Cpd # karaNa NC Case=Cpd # samBava NC Case=Abl|Number=1|Gender=Neut # dravya NC Case=Gen|Number=3|Gender=Neut #
/home/basti/code/dvarapandita/data/jna030_bab:86	[182,7] rasamātrāpekṣātipātāt pittāder iti ||	rasa NC Case=Cpd # mAtra NC Case=Cpd # apekzA NC Case=Cpd # atipAta NC Case=Abl|Number=1|Gender=Masc # pitta NC Case=Cpd # Adi NC Case=Gen|Number=1|Gender=Masc # iti CQT #
/home/basti/code/dvarapandita/data/jna030_bab:87	[182,8] || bhedābhedaparīkṣā samāptā ||	Beda NC Case=Cpd # aBeda NC Case=Cpd # parIkzA NC Case=Nom|Number=1|Gender=Fem # samAp PPP Case=Nom|Number=1|Gender=Fem|VerbForm=PPP #
