/home/basti/code/dvarapandita/data/jna014_ks4:0	 [107,1] [kṣaṇabhaṅga-adhyāye]	kzaNa NC Case=Cpd # BaFga NC Case=Cpd # DyAya NC Case=Loc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna014_ks4:119	 [122,1] kiṃ cārthasya vinaśvaretaratayoḥ kiṃ nāśane kāraṇaiḥ svayaṃ vinaśvara-svabhāvasyotpattau vaiyarthyam anartha-hetūnām, avinaśvara-svabhāvatve tv asāmarthyam |	ka PRQ Case=Nom|Number=1|Gender=Neut # ca CCD # arTa NC Case=Gen|Number=1|Gender=Masc # vinaSvara JJ Case=Cpd # itara PPX Case=Gen|Number=2|Gender=Masc # ka PRQ Case=Nom|Number=1|Gender=Neut # nASana JJ Case=Loc|Number=1|Gender=Neut # kAraNa NC Case=Ins|Number=3|Gender=Neut # svayam CX # vinaSvara JJ Case=Cpd # svaBAva NC Case=Gen|Number=1|Gender=Masc # utpatti NC Case=Loc|Number=1|Gender=Fem # vEyarTya NC Case=Nom|Number=1|Gender=Neut # anarTa NC Case=Cpd # hetu NC Case=Gen|Number=3|Gender=Masc # avinaSvara JJ Case=Cpd # svaBAva NC Case=Cpd # tva NC Case=Loc|Number=1|Gender=Neut #tu CCD # asAmarTya NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna014_ks4:120	 evaṃ tarhi bhaviṣṇutetaratayoḥ kiṃ kāraṇair janmani |	evam CX # tarhi CX # BavizNu JJ Case=Cpd # tA NC Case=Cpd # itara PPX Case=Gen|Number=2|Gender=Masc # ka PRQ Case=Nom|Number=1|Gender=Neut # kAraNa NC Case=Ins|Number=3|Gender=Neut # janman NC Case=Loc|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna014_ks4:121	 śakyaṃ hi vaktum arthasya bhaviṣṇutāyāṃ vyarthā janma-hetavaḥ, abhaviṣṇutāyām asamarthā iti |	Sakya JJ Case=Nom|Number=1|Gender=Neut # hi CX # vac CGDI VerbForm=Inf # arTa NC Case=Gen|Number=1|Gender=Masc # BavizNu JJ Case=Cpd # tA NC Case=Loc|Number=1|Gender=Fem # vyarTa JJ Case=Nom|Number=1|Gender=Fem # janman NC Case=Cpd # hetu NC Case=Nom|Number=3|Gender=Masc # aBavizNu JJ Case=Cpd # tA NC Case=Loc|Number=1|Gender=Fem # asamarTa JJ Case=Nom|Number=3|Gender=Masc # iti CQT #
/home/basti/code/dvarapandita/data/jna014_ks4:122	 [122,7] tathā ca nyāyabhūṣaṇa-kāraḥ | tan na, hetu-vādoccheda-prasaṅgāt, vikalpasya sarvatra saṃbhavāt | tathā hi hetutaḥ kiṃ bhavana-svabhāvo bhavatvāhosvid (49a) abhāva-svabhāva iti | yady ādyaḥ pakṣas tadā svayam eva bhavati, tat-svabhāvatvād iti vyartho hetuḥ | dvitīya-pakṣe tv asamartho na hy abhāva-svabhāvaṃ śaśa-viṣāṇādi kenacid utpādayituṃ śakyam | tathā ccheda-dāhādi-hetavo 'pi tat-svabhāvatva-'tat-svabhāvatva-pakṣayoḥ vaiyarthyāsāmarthyābhyām anupapannā draṣṭavyāḥ | tathā caivaṃ sarva-hetu-pratikṣepa-saṃbhavān mokṣādau prayāsaḥ śāstra-śravaṇādau vyartha iti,	taTA CX # ca CCD # nyAya NC Case=Cpd # BUzaNa NC Case=Cpd # kAra JJ Case=Nom|Number=1|Gender=Masc # tad PRD Case=Nom|Number=1|Gender=Neut # na CNG # hetuvAda NC Case=Cpd # ucCeda NC Case=Cpd # prasaFga NC Case=Abl|Number=1|Gender=Masc # vikalpa NC Case=Gen|Number=1|Gender=Masc # sarvatra CX # samBava NC Case=Abl|Number=1|Gender=Masc # taTA CX # hi CX # hetu NC Case=Abl|Number=1|Gender=Masc # ka PRQ Case=Nom|Number=1|Gender=Neut # Bavana NC Case=Cpd # svaBAva NC Case=Nom|Number=1|Gender=Masc # Bavat JJ Case=Gen|Number=2|Gender=Masc # vid JJ Case=Nom|Number=1|Gender=Masc #aBAva NC Case=Cpd # svaBAva NC Case=Nom|Number=1|Gender=Masc # iti CQT # yadi CSB # Adya JJ Case=Nom|Number=1|Gender=Masc # pakza NC Case=Nom|Number=1|Gender=Masc # tadA CAD # svayam CX # eva CEM # BU V Tense=Pres|Mood=Ind|Person=3|Number=Sing # tad PRD Case=Cpd # svaBAva NC Case=Cpd # tva NC Case=Abl|Number=1|Gender=Neut # iti CQT # vyarTa JJ Case=Nom|Number=1|Gender=Masc # hetu NC Case=Nom|Number=1|Gender=Masc # dvitIya JJ Case=Cpd # pakza NC Case=Loc|Number=1|Gender=Masc # tu CCD # asamarTa JJ Case=Nom|Number=1|Gender=Masc # na CNG #hi CX # aBAva NC Case=Cpd # svaBAva NC Case=Nom|Number=1|Gender=Neut # SaSavizANa NC Case=Cpd # Adi NC Case=Nom|Number=1|Gender=Neut # kaScit PRI Case=Ins|Number=1|Gender=Masc # utpAday CGDI VerbForm=Inf # Sakya JJ Case=Nom|Number=1|Gender=Neut # taTA CX # Ceda NC Case=Cpd # dAha NC Case=Cpd # Adi NC Case=Cpd # hetu NC Case=Nom|Number=3|Gender=Masc # api CX # tad PRD Case=Cpd # svaBAva NC Case=Cpd # tva NC Case=Cpd # tad PRD Case=Cpd # svaBAva NC Case=Cpd # tva NC Case=Cpd # pakza NC Case=Loc|Number=2|Gender=Masc # vEyarTya NC Case=Cpd # asAmarTya NC Case=Ins|Number=2|Gender=Neut #anupapanna JJ Case=Nom|Number=3|Gender=Masc # dRS KDG Case=Nom|Number=3|Gender=Masc|VerbForm=Ger # taTA CX # ca CCD # evam CX # sarva JQ Case=Cpd # hetu NC Case=Cpd # pratikzepa NC Case=Cpd # samBava NC Case=Acc|Number=3|Gender=Masc # mokza NC Case=Cpd # Adi NC Case=Loc|Number=1|Gender=Masc # prayAsa NC Case=Nom|Number=1|Gender=Masc # SAstra NC Case=Cpd # SravaNa NC Case=Cpd # Adi NC Case=Loc|Number=1|Gender=Masc # vyarTa JJ Case=Nom|Number=1|Gender=Masc # iti CQT #
/home/basti/code/dvarapandita/data/jna014_ks4:123	 [122,13] atrāyaṃ paryanuyujyate | kim anena mūle paraśu-nipāta-prakāreṇa | sarvathā kvacid api hetutayopanīte 'sāmarthya-vaiyarthyalakṣaṇaṃ dūṣaṇam eva na vācyam ity ucyate | tat-tāvad ayuktam, dṛśyate hi nakha-cchedye kuṭhāra-vaiyarthyam, kutṭhāra-cchedye ca nakhasyāsāmarthyam | tathā devadattenaiva yat sādhyaṃ tatra devadatta-sahāyasya yajñadattasya vyāpāra-vaiyarthyam | tad-vinā-kṛtasya punar asāmarthyam | dahanendhana-sāmāgryāṃ satyāṃ rāsabhasya dhūme vaiarthyam asatyām asāmarthyam | yatra vā siddhasādhana-poṣaṇaṃ tatra vaiyarthyam | asiddha-viruddhānaikāntikeṣv anyatama-sattve asāmarthyam iti | ye tu siddha-sādhanasyāpy eteṣv antarbhāvam icchanti, tat-prayāsa-phalaṃ na kiñcit, vaiyarthyasya hetu-dūṣaṇasya sarvathā-śakyāpahnavatvāt, jñāpaka-hetor api pratītiṃ prati kārakatvāc ca | yadi cāsāmarthya-vaiyarthyam adūṣaṇaṃ hetor anya-dūṣaṇābhāvāt sarvasya sarva-siddhir yataḥ kutaścit |	atra CAD # idam PRD Case=Nom|Number=1|Gender=Masc # paryanuyuj V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # ka PRQ Case=Nom|Number=1|Gender=Neut # idam PRD Case=Ins|Number=1|Gender=Neut # mUla NC Case=Loc|Number=1|Gender=Neut # paraSunipAta NC Case=Cpd # prakAra NC Case=Ins|Number=1|Gender=Masc # sarvaTA CX # api CX # hetu NC Case=Cpd # tA NC Case=Ins|Number=1|Gender=Fem # upanI PPP Case=Loc|Number=1|Gender=Neut|VerbForm=PPP # sAmarTya NC Case=Cpd # vEyarTya NC Case=Cpd # lakzaNa NC Case=Nom|Number=1|Gender=Neut #dUzaNa NC Case=Nom|Number=1|Gender=Neut # eva CEM # na CNG # vac KDG Case=Nom|Number=1|Gender=Neut|VerbForm=Ger # iti CQT # vac V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # tad PRD Case=Nom|Number=1|Gender=Neut # tAvat CX # ayukta JJ Case=Nom|Number=1|Gender=Neut # dRS V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # hi CX # naKa NC Case=Cpd # Cedya NC Case=Loc|Number=1|Gender=Neut # kuWAra NC Case=Cpd # vEyarTya NC Case=Nom|Number=1|Gender=Neut # kutWAra NC Case=Cpd # Ceya NC Case=Loc|Number=1|Gender=Neut # ca CCD # naKa NC CasetaTA CX # devadatta NC Case=Ins|Number=1|Gender=Masc # eva CEM # yad PRL Case=Nom|Number=1|Gender=Neut # sADay KDG Case=Nom|Number=1|Gender=Neut|VerbForm=Ger # tatra CAD # devadatta NC Case=Cpd # sahAya NC Case=Gen|Number=1|Gender=Masc # yajQadatta NC Case=Gen|Number=1|Gender=Masc # vyApAra NC Case=Cpd # vEyarTya NC Case=Nom|Number=1|Gender=Neut # tad PRD Case=Nom|Number=1|Gender=Neut # vinAkRta JJ Case=Gen|Number=1|Gender=Masc # punar CAD # asAmarTya NC Case=Nom|Number=1|Gender=Neut #dahana NC Case=Cpd # inDana NC Case=Cpd # sAmAgray KDG Case=Acc|Number=1|Gender=Fem|VerbForm=Ger # as KDP Case=Loc|Number=1|Gender=Fem|Tense=Pres|VerbForm=Part # rAsaBa NC Case=Gen|Number=1|Gender=Masc # DUma NC Case=Loc|Number=1|Gender=Masc # vEarTya NC Case=Nom|Number=1|Gender=Neut # asatya JJ Case=Acc|Number=1|Gender=Fem # asAmarTya NC Case=Nom|Number=1|Gender=Neut # yatra CX # vA CCD # sidDa NC Case=Cpd # sADana NC Case=Cpd # pozaNa NC Case=Nom|Number=1|Gender=Neut # tatra CAD # vEyarTya NC Case=Nom|Number=1|Gender=Neut # asidDa JJ Case=Cpd # viruD PPP Case=Acc|Number=3|Gender=Masc|Vanyatama JJ Case=Cpd # sattva NC Case=Loc|Number=1|Gender=Neut # asAmarTya NC Case=Nom|Number=1|Gender=Neut # iti CQT # yad PRL Case=Nom|Number=3|Gender=Masc # tu CCD # sidDa NC Case=Cpd # sADana NC Case=Gen|Number=1|Gender=Neut # api CX # etad PRD Case=Loc|Number=3|Gender=Masc # antarBAva NC Case=Acc|Number=1|Gender=Masc # iz V Tense=Pres|Mood=Ind|Person=3|Number=Plur # tad PRD Case=Cpd # prayAsa NC Case=Cpd # Pala NC Case=Acc|Number=1|Gender=Neut # na CNG # kaScit PRI Case=Acc|Number=1|Gender=Neut # vEyarTya NC Case=Gen|Number=1|Gender=Neut # hetu NC Case=Cpd # dUzaNa NC Case=Gen|Number=1|Gender=NeutsarvaTA CX # aSakya JJ Case=Cpd # apahnava NC Case=Cpd # tva NC Case=Abl|Number=1|Gender=Neut # jQApaka JJ Case=Cpd # hetu NC Case=Abl|Number=1|Gender=Masc # api CX # pratIti NC Case=Acc|Number=1|Gender=Fem # prati CADP # kAraka JJ Case=Cpd # tva NC Case=Abl|Number=1|Gender=Neut # ca CCD # yadi CSB # ca CCD # asAmarTya NC Case=Cpd # vEyarTya NC Case=Nom|Number=1|Gender=Neut # adUzaNa JJ Case=Nom|Number=1|Gender=Neut # hetu NC Case=Gen|Number=1|Gender=Masc # anya PPX Case=Nom|Number=1|Gender=Neut # dUzaNa NC Case=Cpd # aBAva NC Case=Abl|Number=1|Gender=Masc #sarva JQ Case=Gen|Number=1|Gender=Neut # sarva JQ Case=Cpd # sidDi NC Case=Nom|Number=1|Gender=Fem # yatas CX # kutaScid CX #
/home/basti/code/dvarapandita/data/jna014_ks4:124	 [123,1] atha tat-svabhāvātat-svabhāva-vikalpa-dvārakaṃ dūṣaṇam asad ity ucyate, tad apy asat | pradīpe hi yo hetuḥ prakāśa-karaṇe 'ndhakāra-kāraṇe vā upanīyate, sa kiṃ vaiyarthyāsāmarthyābhyāṃ na nigṛhyate |	aTa CAD # tad PRD Case=Cpd # svaBAva NC Case=Abl|Number=1|Gender=Masc # tad PRD Case=Cpd # svaBAva NC Case=Cpd # vikalpa NC Case=Cpd # dvAraka NC Case=Nom|Number=1|Gender=Neut # dUzaNa NC Case=Nom|Number=1|Gender=Neut # asat JJ Case=Nom|Number=1|Gender=Neut # iti CQT # vac V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # tad PRD Case=Nom|Number=1|Gender=Neut # api CX # asat JJ Case=Nom|Number=1|Gender=Neut # pradIpa NC Case=Loc|Number=1|Gender=Masc # hi CX # yad PRL Case=Nom|Number=1|Gender=Masc # hetu NC Case=Nom|Number=1|Gender=Masc # prakASa NC Case=Cpd # karaNa NC Case=Loc|Number=1|Gender=NeutvA CCD # upanI V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # tad PRD Case=Nom|Number=1|Gender=Masc # kim CX # vEyarTya NC Case=Cpd # asAmarTya NC Case=Ins|Number=2|Gender=Neut # na CNG # nigrah V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna014_ks4:125	yat punar ayam evāha, prakāśādi-dṛṣṭānto 'py ayuktaḥ | tathā hi na tāvad asman-mate pradīpa-prakāśādīnām ekatvaṃ siddham, nāpy eka-hetutvam | dravyotpatty-anantaraṃ hi sāmagry-antarataḥ prakāśādayo guṇā utpadyanta iti naḥ siddhānta iti |	yad PRL Case=Acc|Number=1|Gender=Neut # punar CAD # idam PRD Case=Nom|Number=1|Gender=Masc # eva CEM # ah V Tense=Perf|Mood=Ind|Person=3|Number=Sing # prakASa NC Case=Cpd # Adi NC Case=Cpd # dRzwAnta NC Case=Nom|Number=1|Gender=Masc # api CX # ayukta JJ Case=Nom|Number=1|Gender=Masc # taTA CX # hi CX # na CNG # tAvat CX # mad PPR Case=Cpd # mata NC Case=Loc|Number=1|Gender=Neut # pradIpa NC Case=Cpd # prakASa NC Case=Cpd # Adi NC Case=Gen|Number=3|Gender=Masc # ekatva NC Case=Nom|Number=1|Gender=Neut # siD PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # na CNG # api CX # eka PPX Case=Cpd # hetudravya NC Case=Cpd # utpatti NC Case=Cpd # anantaram CX # hi CX # sAmagryantara NC Case=Abl|Number=1|Gender=Neut # prakASa NC Case=Cpd # Adi NC Case=Nom|Number=3|Gender=Masc # guNa NC Case=Nom|Number=3|Gender=Masc # utpad V Tense=Pres|Mood=Ind|Person=3|Number=Plur # iti CQT # mad PPR Case=Gen|Number=3|Gender= # sidDAnta NC Case=Nom|Number=1|Gender=Masc # iti CQT #
/home/basti/code/dvarapandita/data/jna014_ks4:126	tad apy asambaddham | yataḥ yady api dravyotpatty-anantaraṃ prakāśo guṇā utpannaḥ, tathāpi tad eva dravyam utpannaṃna tad-rūpa-niṣpattau hetv-antaram apekṣate, paścād vā prakāśo guṇo na prakāśa-guṇa-rūpatve iti na dṛṣṭānta-kṣatiḥ |	tad PRD Case=Nom|Number=1|Gender=Neut # api CX # asambadDa JJ Case=Nom|Number=1|Gender=Neut # yatas CX # yadi CSB # api CX # dravya NC Case=Cpd # utpatti NC Case=Cpd # anantaram CX # prakASa NC Case=Nom|Number=1|Gender=Masc # guNa NC Case=Nom|Number=3|Gender=Masc # utpad PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # taTA CX # api CX # tad PRD Case=Nom|Number=1|Gender=Neut # eva CEM # dravya NC Case=Nom|Number=1|Gender=Neut # utpad PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # na CNG # tad PRD Case=Cpd # rUpa NC Case=Cpd # nizpatti NC Case=Loc|Number=1|Gender=Fem #hetu NC Case=Cpd # antara JJ Case=Acc|Number=1|Gender=Neut # apekz V Tense=Pres|Mood=Ind|Person=3|Number=Sing # paScAt CAD # vA CCD # prakASa NC Case=Nom|Number=1|Gender=Masc # guNa NC Case=Nom|Number=1|Gender=Masc # na CNG # prakASa NC Case=Cpd # guNa NC Case=Cpd # rUpa NC Case=Cpd # tva NC Case=Loc|Number=1|Gender=Neut # iti CQT # na CNG # dRzwAnta NC Case=Cpd # kzati NC Case=Nom|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna014_ks4:127	 [123,10] atha dravya-rūpam api dravyatva-sāmānyāt tat-samavāyāt pūrvaṃ na dravyaṃ nādravyam iti cet |	aTa CAD # dravya NC Case=Cpd # rUpa NC Case=Nom|Number=1|Gender=Neut # api CX # dravya NC Case=Cpd # tva NC Case=Cpd # sAmAnya NC Case=Abl|Number=1|Gender=Neut # tad PRD Case=Cpd # samavAya NC Case=Abl|Number=1|Gender=Masc # pUrvam CX # na CNG # dravya NC Case=Nom|Number=1|Gender=Neut # na CNG # adravya NC Case=Nom|Number=1|Gender=Neut # iti CQT # ced CX #
/home/basti/code/dvarapandita/data/jna014_ks4:128	tat tarhi dravyarūpaṃ dravyatvasāmānyāt jñāyate, atha dravyam iti vikalpa-vacasor vā gocarībhavatīti pakṣaḥ | prathama-pakṣe tāvan na doṣaḥ | sāmānyād eva dravyaṃ jāyatāṃ yataḥ kutaścid yenātmanā jātaṃ na punas tad-bhāve hetv-antaram apekṣata iti hi prakṛtam | dvitīya-pakṣe 'pi sutarāṃ na doṣaḥ, dravya-rūpaṃ hi jātam eva prāg api dravya-dhī-dhvani-prasava eva sāmānyāt, na caitāvatā tad-bhāve hetv-antaram apekṣitaṃ bhavati | na hi kāryeṇa kāraṇasya sva-viṣaya-sāmarthya-vyavahāre prāg aniṣpannam(49b) eva tat-sāmarthyaṃ tad-bhāve vā kāraṇam, tad eva kāryaṃ hetv-antaram apekṣita-vat |	tad PRD Case=Nom|Number=1|Gender=Neut # tarhi CX # dravya NC Case=Cpd # rUpa NC Case=Nom|Number=1|Gender=Neut # dravya NC Case=Cpd # tva NC Case=Cpd # sAmAnya NC Case=Abl|Number=1|Gender=Neut # jQA V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # aTa CAD # dravya NC Case=Nom|Number=1|Gender=Neut # iti CQT # vikalpa NC Case=Cpd # vacas NC Case=Gen|Number=2|Gender=Neut # vA CCD # gocarIBU V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT # pakza NC Case=Nom|Number=1|Gender=Masc # praTama JJ Case=Cpd # pakza NC Case=Loc|Number=1|Gender=Masc # tAvat CX #na CNG # doza NC Case=Nom|Number=1|Gender=Masc # sAmAnya NC Case=Abl|Number=1|Gender=Neut # eva CEM # dravya NC Case=Nom|Number=1|Gender=Neut # jan V Tense=Pres|Mood=Imp|Person=3|Number=Sing # yatas CX # kutaScid CX # yad PRL Case=Ins|Number=1|Gender=Masc # Atman NC Case=Ins|Number=1|Gender=Masc # jan PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # na CNG # punar CAD # tad PRD Case=Cpd # BAva NC Case=Loc|Number=1|Gender=Masc # hetu NC Case=Cpd # antara JJ Case=Acc|Number=1|Gender=Neut # apekz V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT # hi CX # prakR PPP Case=Nom|Number=1|Gender=dvitIya JJ Case=Cpd # pakza NC Case=Loc|Number=1|Gender=Masc # api CX # sutarAm CX # na CNG # doza NC Case=Nom|Number=1|Gender=Masc # dravya NC Case=Cpd # rUpa NC Case=Nom|Number=1|Gender=Neut # hi CX # jan PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # eva CEM # prAk CX # api CX # dravya NC Case=Cpd # DI NC Case=Cpd # Dvani NC Case=Cpd # prasava NC Case=Loc|Number=1|Gender=Masc # eva CEM # sAmAnya NC Case=Abl|Number=1|Gender=Neut # na CNG # ca CCD # etad PRD Case=Nom|Number=2|Gender=Masc # tad PRD Case=Cpd # aBAva NC Case=Loc|Number=1|Gender=Masc #hetu NC Case=Cpd # antara JJ Case=Nom|Number=1|Gender=Neut # apekz PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # BU V Tense=Pres|Mood=Ind|Person=3|Number=Sing # na CNG # hi CX # kArya NC Case=Ins|Number=1|Gender=Neut # kAraNa NC Case=Gen|Number=1|Gender=Neut # sva JJ Case=Cpd # vizaya NC Case=Cpd # sAmarTya NC Case=Cpd # vyavahAra NC Case=Loc|Number=1|Gender=Masc # prAk CX # eva CEM # tad PRD Case=Cpd # sAmarTya NC Case=Nom|Number=1|Gender=Neut # tad PRD Case=Cpd # BAva NC Case=Loc|Number=1|Gender=Masc # vA CCD # kAraNa NC Case=Nom|Number=1|Gender=Neut #tad PRD Case=Nom|Number=1|Gender=Neut # eva CEM # kArya NC Case=Nom|Number=1|Gender=Neut # hetu NC Case=Cpd # antara JJ Case=Nom|Number=1|Gender=Neut # apekz PPP Case=Cpd|VerbForm=PPP # vat CX #
/home/basti/code/dvarapandita/data/jna014_ks4:129	 [123,18] kiṃ ca, bhinnena paścāt jāyamānenāpi prakāśa-guṇena yadā tāvat prakāśa-guṇa-yuktaḥ saṃpanno dīpaḥ, tadā kiṃ punas tad-bhāve hetv-antaram apekṣate yato dṛṣṭānta-kṣatiḥ syāt | tan na prakriyā-poṣaṇa-trāṇam apramāṇa-parāyaṇena | anubhavānurodhena tu yathābhimatam eva dṛṣṭāntaḥ | na hi prathama-dvitīya-kṣaṇayoḥ sāmanya-yogāyogābhyāṃ viśeṣa-pratītir asti | nāpi dravya-sāmānyayor bhedānubhava iti prakṛtasya tv anyathāpi siddher nātra nirbandhaḥ | tasmān na prakāśaḥ svahetoḥ prakāśa-rūpa-niṣpannas tad-bhāve hetv-antaram apekṣate, vaiyarthyāt | andhakārī-karaṇe 'py asāmarthyād iti siddham |	ka PRQ Case=Nom|Number=1|Gender=Neut # ca CCD # Bid PPP Case=Ins|Number=1|Gender=Masc|VerbForm=PPP # paScAt CAD # jan KDP Case=Ins|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # api CX # prakASa NC Case=Cpd # guNa NC Case=Ins|Number=1|Gender=Masc # yadA CSB # tAvat CX # prakASa NC Case=Cpd # guNa NC Case=Cpd # yuj PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # sampad PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # dIpa NC Case=Nom|Number=1|Gender=Masc # tadA CAD # ka PRQ Case=Nom|Number=1|Gender=Neut # punar CAD # tad PRD Case=Cpd # BAva NC Case=Loc|Number=1|Gender=Masc # hetu NC Case=Cpd # antara JJ Caseapekz V Tense=Pres|Mood=Ind|Person=3|Number=Sing # yatas CX # dRzwAnta NC Case=Cpd # kzati NC Case=Nom|Number=1|Gender=Fem # as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # tad PRD Case=Nom|Number=1|Gender=Neut # na CNG # prakriyA NC Case=Cpd # pozaNa NC Case=Cpd # trANa NC Case=Nom|Number=1|Gender=Neut # apramANa NC Case=Cpd # parAyaNa NC Case=Ins|Number=1|Gender=Neut # anuBava NC Case=Cpd # anuroDa NC Case=Ins|Number=1|Gender=Masc # tu CCD # yaTA CCM # aBiman PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # eva CEM # dRzwAnta NC Case=Nom|Number=1|Gender=Masc #na CNG # hi CX # praTama JJ Case=Cpd # dvitIya JJ Case=Cpd # kzaNa NC Case=Gen|Number=2|Gender=Masc # sAmanya NC Case=Cpd # yoga NC Case=Cpd # ayoga NC Case=Ins|Number=2|Gender=Masc # viSeza NC Case=Cpd # pratIti NC Case=Nom|Number=1|Gender=Fem # as V Tense=Pres|Mood=Ind|Person=3|Number=Sing # na CNG # api CX # dravya NC Case=Cpd # sAmAnya NC Case=Gen|Number=2|Gender=Neut # Beda NC Case=Cpd # anuBava NC Case=Nom|Number=1|Gender=Masc # iti CQT # prakR PPP Case=Gen|Number=1|Gender=Neut|VerbForm=PPP # tu CCD #anyaTA CX # api CX # sidDi NC Case=Abl|Number=1|Gender=Fem # na CNG # atra CAD # nirbanDa NC Case=Nom|Number=1|Gender=Masc # tasmAt CX # na CNG # prakASa NC Case=Nom|Number=1|Gender=Masc # sva JJ Case=Cpd # hetu NC Case=Abl|Number=1|Gender=Masc # prakASa NC Case=Cpd # rUpa NC Case=Cpd # nizpad PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # tad PRD Case=Cpd # BAva NC Case=Loc|Number=1|Gender=Masc # hetu NC Case=Cpd # antara JJ Case=Acc|Number=1|Gender=Neut # apekz V Tense=Pres|Mood=Ind|Person=3|Number=Sing # vEyarTya NC Case=Abl|Number=1|Gender=Neut #anDakArIkaraNa NC Case=Loc|Number=1|Gender=Neut # api CX # asAmarTya NC Case=Abl|Number=1|Gender=Neut # iti CQT # siD PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP #
/home/basti/code/dvarapandita/data/jna014_ks4:130	 [124,1] nanu śulkam[=śuklam or śukram] ambaraṃ rāga-dravya-yogena raktī-kriyāmāṇam upalabdham, tatra rakta-svabhāvāsvabhāvatve vastrasya vaiyarthyāsāmarthye codyaṃ rāga-dravyasya kiṃ nopakramyata iti cet |	nanu CX # Sulka NC Case=Nom|Number=1|Gender=Neut # Sukla JJ Case=Nom|Number=1|Gender=Neut # uras NC Case=Nom|Number=1|Gender=Neut # ambara NC Case=Nom|Number=1|Gender=Neut # rAga NC Case=Cpd # dravya NC Case=Cpd # yoga NC Case=Ins|Number=1|Gender=Masc # rakti NC Case=Cpd # kriyA NC Case=Cpd # mANa NC Case=Nom|Number=1|Gender=Neut # upalaB PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # tatra CAD # rakta JJ Case=Cpd # svaBAva NC Case=Cpd # AsvaBAva JJ Case=Cpd # tva NC Case=Loc|Number=1|Gender=Neut # vastra NC Case=Gen|Number=1|Gender=Neut # vEyarTya NC Case=Cpd # asAmarTya NC Case=Loc|Number=1|Gender=Neutcodya NC Case=Nom|Number=1|Gender=Neut # rAga NC Case=Cpd # dravya NC Case=Gen|Number=1|Gender=Neut # ka PRQ Case=Nom|Number=1|Gender=Neut # na CNG # upakram V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # iti CQT # ced CX #
