/home/basti/code/dvarapandita/data/jna114_sa4:0	[437] [caturthaḥ paricchedaḥ]	caturTa JJ Case=Nom|Number=1|Gender=Masc # paricCeda NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:75	[444,8] iti rītibhede 'pi svabhāvaśabdavācyo 'rthaḥ prakāśād anyo yathoktaś cet siddhasādhanam | pratibhāse	iti CQT #
/home/basti/code/dvarapandita/data/jna114_sa4:76	[444,9] cāśaktir eveti veditavyam | ekānekavirahas tv abhimata eva, sarvaprapañcapraśamasya vivakṣitatvāt |	ca CCD # aSakti NC Case=Nom|Number=1|Gender=Fem # eva CEM # iti CQT # vid KDG Case=Nom|Number=1|Gender=Neut|VerbForm=Ger # eka PPX Case=Cpd # aneka JJ Case=Cpd # viraha NC Case=Nom|Number=1|Gender=Masc # tu CCD # aBiman PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # eva CEM # sarva JQ Case=Cpd # prapaQca NC Case=Cpd # praSama NC Case=Gen|Number=1|Gender=Masc # vivakzita JJ Case=Cpd # tva NC Case=Abl|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna114_sa4:77	[444,10] svabhāvahānibhayād dhi (98a) tad aniṣṭaḥ syāt | sattvaṃ ca pratibhāsāt siddham iti kim anena	svaBAva NC Case=Cpd # hAni NC Case=Cpd # Baya NC Case=Abl|Number=1|Gender=Neut # hi CX # tad PRD Case=Nom|Number=1|Gender=Neut # anizwa JJ Case=Nom|Number=1|Gender=Masc # as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # sattva NC Case=Nom|Number=1|Gender=Neut # ca CCD # pratiBAsAt CX # siD PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # iti CQT # ka PRQ Case=Nom|Number=1|Gender=Neut # idam PRD Case=Ins|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna114_sa4:78	[444,11] vyāhatam? kathaṃ tarhi citrādvaitam iti cet ?	vyAhan PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # kaTam CX # tarhi CX # citra JJ Case=Cpd # advEta NC Case=Nom|Number=1|Gender=Neut # iti CQT # ced CX #
/home/basti/code/dvarapandita/data/jna114_sa4:79	[444,12] grāhyagrāhakahānito 'dvayam idaṃ yad vā jaṭasyātyayād	grah KDG Case=Cpd|VerbForm=Ger # grAhaka JJ Case=Cpd # hAni NC Case=Abl|Number=1|Gender=Fem # dvaya NC Case=Nom|Number=1|Gender=Neut # idam PRD Case=Nom|Number=1|Gender=Neut # yad PRL Case=Nom|Number=1|Gender=Neut # vA CCD # jawa NC Case=Gen|Number=1|Gender=Masc # atyaya NC Case=Abl|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:80	[444,13] ekānekahateś ca sākṛtitayā citraṃ tathāścaryataḥ |	eka PPX Case=Cpd # aneka JJ Case=Cpd # han PPP Case=Nom|Number=3|Gender=Masc|VerbForm=PPP # ca CCD # tad PRD Case=Nom|Number=1|Gender=Fem # AkRti NC Case=Cpd # tA NC Case=Ins|Number=1|Gender=Fem # citra JJ Case=Acc|Number=1|Gender=Neut # taTA CX # AScarya NC Case=Abl|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna114_sa4:81	[444,14] citrādvaitam iti smṛtaṃ nṛpativac caikadhvaniḥ sāṃvṛto	citrAdvEta NC Case=Nom|Number=1|Gender=Neut # iti CQT # smR PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # nRpati NC Case=Cpd # vat CX # ca CCD # eka PPX Case=Cpd # Dvani NC Case=Nom|Number=1|Gender=Masc # sAmvRta JJ Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:82	[444,15] 'nekatvaṃ ca na tattvato na ca phalaṃ tenāsti sat saṃvṛtā ||	anekatva NC Case=Nom|Number=1|Gender=Neut # ca CCD # na CNG # tattva NC Case=Abl|Number=1|Gender=Neut # na CNG # ca CCD # Pala NC Case=Nom|Number=1|Gender=Neut # tena CX # as V Tense=Pres|Mood=Ind|Person=3|Number=Sing # as KDP Case=Nom|Number=1|Gender=Neut|Tense=Pres|VerbForm=Part # saMvR PPP Case=Nom|Number=1|Gender=Fem|VerbForm=PPP #
/home/basti/code/dvarapandita/data/jna114_sa4:83	[444,17] ekānekavirahe 'pi sattvam ity āścaryārthaś ca citraśabdaḥ | eko bhagavān iti saṃvṛtau	eka PPX Case=Cpd # aneka JJ Case=Cpd # viraha NC Case=Loc|Number=1|Gender=Masc # api CX # sattva NC Case=Nom|Number=1|Gender=Neut # iti CQT # AScarya NC Case=Cpd # arTa NC Case=Nom|Number=1|Gender=Masc # ca CCD # citra JJ Case=Cpd # Sabda NC Case=Nom|Number=1|Gender=Masc # eka PPX Case=Nom|Number=1|Gender=Masc # Bagavant NC Case=Nom|Number=1|Gender=Masc # iti CQT # saMvR PPP Case=Nom|Number=2|Gender=Masc|VerbForm=PPP #
/home/basti/code/dvarapandita/data/jna114_sa4:84	[444,17] vā, yathoktaṃ prāk | na caivam anekavyavahāreṇopayogaḥ | yathā hi sa bhagavān āśrayaṇīyo mayā,	vA CCD # yaToktam CX # prAk CX # na CNG # ca CCD # evam CX # aneka JJ Case=Cpd # vyavahAra NC Case=Ins|Number=1|Gender=Masc # upayoga NC Case=Nom|Number=1|Gender=Masc # yaTA CCM # hi CX # tad PRD Case=Nom|Number=1|Gender=Masc # Bagavant NC Case=Nom|Number=1|Gender=Masc # ASri KDG Case=Nom|Number=1|Gender=Masc|VerbForm=Ger # mad PPR Case=Ins|Number=1|Gender= #
/home/basti/code/dvarapandita/data/jna114_sa4:85	[444,18] mayāpi ca tathaiva bhāvyam ity ekatvādhyavasāyinī pravṛttir upayogavatī, tathā nānekatvena kiñcit	mad PPR Case=Ins|Number=1|Gender= #
/home/basti/code/dvarapandita/data/jna114_sa4:86	[444,19] phalam ākalyāmaḥ | pṛthagdharmiṇi kvacid vyāpṛter asiddheḥ | tatas tattvato dvayor apy anupapannatve	Pala NC Case=Nom|Number=1|Gender=Neut # AkalyAma NC Case=Nom|Number=1|Gender=Masc # pRTak CX # Darmin JJ Case=Loc|Number=1|Gender=Masc # kvacid CX # vyApRti NC Case=Gen|Number=1|Gender=Fem # asidDi NC Case=Gen|Number=1|Gender=Fem # tatas CX # tattva NC Case=Abl|Number=1|Gender=Neut # dvi NUM Case=Gen|Number=2|Gender=Masc # api CX # anupapannatva NC Case=Loc|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna114_sa4:87	[444,20] ekatvaṃ phalāpekṣayā vyavahriyate nānyat, yathā anityatvaṃ praśamānukūlatvena | nanv etad api	ekatva NC Case=Nom|Number=1|Gender=Neut # Pala NC Case=Cpd # apekzA NC Case=Ins|Number=1|Gender=Fem # vyavahR V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # na CNG # anya PPX Case=Nom|Number=1|Gender=Neut # yaTA CCM # anitya JJ Case=Cpd # tva NC Case=Nom|Number=1|Gender=Neut # praSama NC Case=Cpd # anukUla JJ Case=Cpd # tva NC Case=Ins|Number=1|Gender=Neut # nanu CX # etad PRD Case=Nom|Number=1|Gender=Neut # api CX #
/home/basti/code/dvarapandita/data/jna114_sa4:88	[444,21] nīlāntarālavalayaparyantaṃ sajātīyetarajñānacakraṃ citram ekam eva vyavahriyate bhavatāṃ, tat	nIla JJ Case=Cpd # antarAla NC Case=Cpd # valaya NC Case=Cpd # paryanta NC Case=Nom|Number=1|Gender=Neut # sajAtIya JJ Case=Cpd # itara PPX Case=Cpd # jQAna NC Case=Cpd # cakra NC Case=Nom|Number=1|Gender=Neut # citra JJ Case=Nom|Number=1|Gender=Neut # eka PPX Case=Nom|Number=1|Gender=Neut # eva CEM # vyavahR V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # Bavat JJ Case=Gen|Number=3|Gender=Masc # tad PRD Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna114_sa4:89	[444,22] katham ucyate	kaTam CX # vac V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna114_sa4:90	[444,23] yāvad eva bahir adhyavasāyas	yAvat CX # eva CEM # bahis CX # aDyavasAya NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:91	[444,24] tāvad eva pṛthag etad idaṃ ca |	tAvat CX # eva CEM # pRTak CX # etad PRD Case=Nom|Number=1|Gender=Neut # idam PRD Case=Nom|Number=1|Gender=Neut # ca CCD #
/home/basti/code/dvarapandita/data/jna114_sa4:92	[444,25] tanmatis tu sakaleti sa eva	tad PRD Case=Cpd # mati NC Case=Nom|Number=1|Gender=Fem # tu CCD # sakala JJ Case=Nom|Number=1|Gender=Fem # iti CQT # tad PRD Case=Nom|Number=1|Gender=Masc # eva CEM #
/home/basti/code/dvarapandita/data/jna114_sa4:93	[444,26] jñānapāṇicaraṇādir asau hi ||	jQAna NC Case=Cpd # pANi NC Case=Cpd # caraNa NC Case=Cpd # Adi NC Case=Nom|Number=1|Gender=Masc # adas PRD Case=Nom|Number=1|Gender=Masc # hi CX #
/home/basti/code/dvarapandita/data/jna114_sa4:94	[445,1] na khalu manovivartān vihāya karādimātraṃ caitraḥ | tato vivartāntaravac caitravācyatāyām	na CNG #
/home/basti/code/dvarapandita/data/jna114_sa4:95	[445,2] antarbhāvād ekavyavahāraḥ kevalaṃ vijñaptimātratāparāmarśe | tatrāpi bhagavatīva gocarabhāgavyavasthāntaram	antarBAva NC Case=Abl|Number=1|Gender=Masc # eka PPX Case=Cpd # vyavahAra NC Case=Nom|Number=1|Gender=Masc # kevala JJ Case=Acc|Number=1|Gender=Neut # vijQapti NC Case=Cpd # mAtra NC Case=Cpd # tA NC Case=Cpd # parAmarSa NC Case=Loc|Number=1|Gender=Masc # tatra CAD # api CX # BagavatI NC Case=Nom|Number=1|Gender=Fem # iva CCM # gocara NC Case=Cpd # BAga NC Case=Cpd # vyavasTA NC Case=Cpd # antara JJ Case=Acc|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna114_sa4:96	[445,3] uktaṃ smartavyam | tattvato vānekavyāvṛttimātrapara ekaśabdo 'dvaitaśabdavat |	vac PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # smR KDG Case=Nom|Number=1|Gender=Neut|VerbForm=Ger # tattva NC Case=Abl|Number=1|Gender=Neut # vA CCD # aneka JJ Case=Cpd # vyAvRtti NC Case=Cpd # mAtra NC Case=Cpd # para PPX Case=Nom|Number=1|Gender=Masc # eka PPX Case=Cpd # Sabda NC Case=Nom|Number=1|Gender=Masc # dvEta NC Case=Cpd # Sabda NC Case=Cpd # vat CX #
/home/basti/code/dvarapandita/data/jna114_sa4:97	[445,4] tasmāt prakāśatayā sann eva nīlādir ekānekavidhuraś ceti saṅgrahaḥ |	tasmAt CX # prakASatA NC Case=Ins|Number=1|Gender=Fem # as KDP Case=Nom|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # eva CEM # nIla JJ Case=Cpd # Adi NC Case=Nom|Number=1|Gender=Masc # eka PPX Case=Cpd # aneka JJ Case=Cpd # viDura JJ Case=Nom|Number=1|Gender=Masc # ca CCD # iti CQT # saMkalpa NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:98	[445,5] nīlādiś citravijñāne jñānopādhir ananyabhāk |	nIla JJ Case=Cpd # Adi NC Case=Nom|Number=1|Gender=Masc # citra NC Case=Cpd # vijQAna NC Case=Loc|Number=1|Gender=Neut # jQAna NC Case=Cpd # upADi NC Case=Nom|Number=1|Gender=Masc # ananya JJ Case=Cpd # BAj JJ Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:99	[445,6] aśakyadarśanas taṃ hi pataty arthe vivecayan || (PV III 220)	aSakya JJ Case=Cpd # darSana NC Case=Nom|Number=1|Gender=Masc # tad PRD Case=Acc|Number=1|Gender=Masc # hi CX # pat V Tense=Pres|Mood=Ind|Person=3|Number=Sing # arTa NC Case=Loc|Number=1|Gender=Masc # vivecay KDP Case=Nom|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part #
/home/basti/code/dvarapandita/data/jna114_sa4:100	[445,8] atra citra ity ekatāniṣedhaḥ | vijñāna ity ekapratipattuḥ | pratibhāsamānatayā ekasaṃvid	atra CAD # citra JJ Case=Nom|Number=1|Gender=Masc # iti CQT # eka PPX Case=Cpd # tad PRD Case=Nom|Number=3|Gender=Masc # eDa NC Case=Nom|Number=1|Gender=Masc # vijQAna NC Case=Nom|Number=1|Gender=Masc # iti CQT # eka PPX Case=Cpd # pratipatti NC Case=Abl|Number=1|Gender=Fem # pratiBAsamAnatA NC Case=Ins|Number=1|Gender=Fem # eka PPX Case=Cpd # saMvid NC Case=Nom|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna114_sa4:101	[445,9] antargamād anekatāniṣedhaḥ | jñānopādhir iti jaṭād vyāvṛttyā jñānātmatayā bādhakābhāvaḥ |	antargama NC Case=Abl|Number=1|Gender=Masc # aneka JJ Case=Cpd # tad PRD Case=Cpd # eDa NC Case=Nom|Number=1|Gender=Masc # jQAna NC Case=Cpd # upADi NC Case=Nom|Number=1|Gender=Masc # iti CQT # jawA NC Case=Abl|Number=1|Gender=Fem # vyAvRtti NC Case=Ins|Number=1|Gender=Fem # jQAna NC Case=Cpd # Atman NC Case=Cpd # tA NC Case=Ins|Number=1|Gender=Fem # bADaka JJ Case=Cpd # aBAva NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:102	[445,9] ākārāntaraṃ pītādim abhajan na śakyate draṣṭum ity anena bhedavyavahāre prayojanābhāvam	AkAra NC Case=Cpd # antara JJ Case=Nom|Number=1|Gender=Neut # pIta JJ Case=Cpd # Adi NC Case=Nom|Number=1|Gender=Neut # aBa JJ Case=Cpd # janman NC Case=Nom|Number=1|Gender=Neut # na CNG # Sak V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # dRS CGDI VerbForm=Inf # iti CQT # idam PRD Case=Ins|Number=1|Gender=Neut # Beda NC Case=Cpd # vyavahAra NC Case=Loc|Number=1|Gender=Masc # prayojana NC Case=Cpd # aBAva NC Case=Acc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:103	[445,10] āha | yadi hi tataḥ pṛthag apy eko labhyaḥ syāt, tasmāc ca tatsādhyasiddhiś caitramaitrādivad	ah V Tense=Perf|Mood=Ind|Person=3|Number=Sing # yadi CSB # hi CX # tatas CX # pRTak CX # api CX # eka PPX Case=Nom|Number=1|Gender=Masc # laB KDG Case=Nom|Number=1|Gender=Masc|VerbForm=Ger # as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # tasmAt CX # ca CCD # tad PRD Case=Cpd # sADay KDG Case=Cpd|VerbForm=Ger # sidDi NC Case=Nom|Number=1|Gender=Fem # cEtramEtra NC Case=Cpd # Adi NC Case=Cpd # vat CX #
/home/basti/code/dvarapandita/data/jna114_sa4:104	[445,11] ucito 'nekavyavahāraḥ | na caivaṃ, tata eka evocitaḥ | taṃ hītyādinā ca yāvad eva	ucita JJ Case=Nom|Number=1|Gender=Masc # na CNG # ca CCD # evam CX # tatas CX # eka PPX Case=Nom|Number=1|Gender=Masc # eva CEM # ucita JJ Case=Nom|Number=1|Gender=Masc # tad PRD Case=Acc|Number=1|Gender=Masc # hi CX # ityAdi JJ Case=Ins|Number=1|Gender=Masc # ca CCD # yAvat CX # eva CEM #
/home/basti/code/dvarapandita/data/jna114_sa4:105	[445,12] bahir ityādikam artham āha | buddhirūpatāparāmarśe hi buddhyādikalāpe vihitacaitrādyekaśabdaṃ	bahis CX # ityAdi JJ Case=Acc|Number=1|Gender=Masc # arTa NC Case=Acc|Number=1|Gender=Masc # ah V Tense=Perf|Mood=Ind|Person=3|Number=Sing # budDi NC Case=Cpd # rUpa NC Case=Cpd # tA NC Case=Cpd # parAmarSa NC Case=Loc|Number=1|Gender=Masc # hi CX # budDi NC Case=Cpd # Adi NC Case=Cpd # kalApa NC Case=Loc|Number=1|Gender=Masc # viDA PPP Case=Cpd|VerbForm=PPP # cEtra NC Case=Cpd # Adya JJ Case=Cpd # eka PPX Case=Cpd # Sabda NC Case=Acc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:106	[445,13] tatrāpi tathaiva pravartayet | vivecayan bhindan punar artha eva patet, arthasyaiva janmagrahaṇaṃ vā	tatra CAD # api CX # taTA CX # eva CEM # pravartay V Tense=Pres|Mood=Opt|Person=3|Number=Sing # vivecay KDP Case=Nom|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # Bid KDP Case=Nom|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # punar CAD # arTa NC Case=Nom|Number=1|Gender=Masc # eva CEM # pat V Tense=Pres|Mood=Opt|Person=3|Number=Sing # arTa NC Case=Gen|Number=1|Gender=Masc # eva CEM # janman NC Case=Cpd # grahaNa NC Case=Acc|Number=1|Gender=Neut # vA CCD #
/home/basti/code/dvarapandita/data/jna114_sa4:107	[445,14] pṛthak, na jñānasya | yataḥ,	pRTak CX # na CNG # jQAna NC Case=Gen|Number=1|Gender=Neut # yatas CX #
/home/basti/code/dvarapandita/data/jna114_sa4:108	[445,15] yad yathā bhāsate jñānaṃ tat tathaivānubhūyate |	yad PRL Case=Nom|Number=1|Gender=Neut # yaTA CCM # BAs V Tense=Pres|Mood=Ind|Person=3|Number=Sing # jQAna NC Case=Nom|Number=1|Gender=Neut # tad PRD Case=Nom|Number=1|Gender=Neut # taTA CX # eva CEM # anuBU V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna114_sa4:109	[445,16] iti nāmaikabhāvaḥ syāc citrākāre 'pi cetasi || (PV III 221)	iti CQT # nAman NC Case=Cpd # eka PPX Case=Cpd # BAva NC Case=Nom|Number=1|Gender=Masc # as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # citrAkAra NC Case=Loc|Number=1|Gender=Masc # api CX # cetas NC Case=Loc|Number=1|Gender=Neut # p NC Case=Loc|Number=1|Gender=Masc # i NC Case=Loc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:110	[445,18] nāma saṃjñāvācakaḥ śabda ity arthaḥ | sa ekaikabhāvo na tāttvikaḥ | bhāsata iti	nAma CX # saMjQA NC Case=Cpd # vAcaka JJ Case=Nom|Number=1|Gender=Masc # Sabda NC Case=Nom|Number=1|Gender=Masc # iti CQT # arTa NC Case=Nom|Number=1|Gender=Masc # tad PRD Case=Nom|Number=1|Gender=Masc # ekEka PRC Case=Cpd # BAva NC Case=Nom|Number=1|Gender=Masc # na CNG # tAttvika JJ Case=Nom|Number=1|Gender=Masc # BAs V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT #
/home/basti/code/dvarapandita/data/jna114_sa4:111	[445,19] jāyata ity arthaḥ, prakāśamānasyaiva janmetyabhiprāyāt | tad evam ekānekasvabhāvavidhuram (98b) eva	jan V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT # arTa NC Case=Nom|Number=1|Gender=Masc # prakAS KDP Case=Gen|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # eva CEM # janman NC Case=Nom|Number=1|Gender=Neut # iti CQT # aBiprAya NC Case=Abl|Number=1|Gender=Masc # tad PRD Case=Nom|Number=1|Gender=Neut # evam CX # eka PPX Case=Cpd # aneka JJ Case=Cpd # svaBAva NC Case=Cpd # viDura JJ Case=Nom|Number=1|Gender=Neut # eva CEM #
/home/basti/code/dvarapandita/data/jna114_sa4:112	[445,20] jñānaṃ citrādvaitam apetabādhanam | saṃvṛtau caikavyavahāragocara eva kṣaṇikatvādivad iti darśitam |	jQAna NC Case=Nom|Number=1|Gender=Neut # citra JJ Case=Cpd # advEta NC Case=Nom|Number=1|Gender=Neut # ape PPP Case=Cpd|VerbForm=PPP # bADana NC Case=Nom|Number=1|Gender=Neut # saMvR PPP Case=Nom|Number=2|Gender=Masc|VerbForm=PPP # ca CCD # eka PPX Case=Cpd # vyavahAra NC Case=Cpd # gocara JJ Case=Nom|Number=1|Gender=Masc # eva CEM # kzaNika JJ Case=Cpd # tva NC Case=Abl|Number=1|Gender=Neut # iva CCM # darSay PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP #
/home/basti/code/dvarapandita/data/jna114_sa4:113	[445,21] nanu tathāpi tac ca nāsti tadvyāptaṃ cāstīti kathaṃ sampratyayaviṣayaḥ? na caivaṃ kvacid etāvāśvāsaḥ |	nanu CX # taTA CX # api CX # tad PRD Case=Nom|Number=1|Gender=Neut # ca CCD # na CNG # as V Tense=Pres|Mood=Ind|Person=3|Number=Sing # tad PRD Case=Nom|Number=1|Gender=Neut # vyAp PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # ca CCD # as V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT # kaTam CX # sampratyaya NC Case=Cpd # vizaya NC Case=Nom|Number=1|Gender=Masc # na CNG # ca CCD # evam CX # kvacid CX # etad PRD Case=Nom|Number=2|Gender=Masc # ASvAsa NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:114	[445,22] ekaniṣedhena cānyavidhāne rāśyantarābhāvād bhāveṣu ubhayapakṣavad anubhayasyāpi kutaḥ	eka PPX Case=Cpd # nizeDa NC Case=Ins|Number=1|Gender=Masc # ca CCD # anyaviDa JJ Case=Acc|Number=3|Gender=Masc # rASi NC Case=Cpd # antarABAva NC Case=Abl|Number=1|Gender=Masc # BAva NC Case=Loc|Number=3|Gender=Masc # uBaya JJ Case=Cpd # pakza NC Case=Cpd # vat CX # anuBaya JJ Case=Gen|Number=1|Gender=Masc # api CX # kutas CX #
/home/basti/code/dvarapandita/data/jna114_sa4:115	[445,23] sambhavaḥ? ato lakṣaṇakaraṇakāla eva prakārābhyāṃ siddhā vyāptiḥ | parasya tu vastusvabhāvād	samBava NC Case=Nom|Number=1|Gender=Masc # atas CX # lakzaNa NC Case=Cpd # karaNa NC Case=Cpd # kAla NC Case=Loc|Number=1|Gender=Masc # eva CEM # prakAra NC Case=Ins|Number=2|Gender=Masc # siD PPP Case=Nom|Number=1|Gender=Fem|VerbForm=PPP # vyApti NC Case=Nom|Number=1|Gender=Fem # para PPX Case=Gen|Number=1|Gender=Masc # tu CCD # vastu NC Case=Cpd # svaBAva NC Case=Abl|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:116	[445,24] ubhayābhāvo na bādhaka ity asambaddham etat |	uBaya JJ Case=Cpd # aBAva NC Case=Nom|Number=1|Gender=Masc # na CNG # bADaka JJ Case=Nom|Number=1|Gender=Masc # iti CQT # asambadDa JJ Case=Nom|Number=1|Gender=Neut # etad PRD Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna114_sa4:117	[446,1] satyam asambaddham etat, tad dvayīm antareṇāpi sattvasiddher vyāpter evāyogāt | kva	satya NC Case=Nom|Number=1|Gender=Neut # asambadDa JJ Case=Nom|Number=1|Gender=Neut # etad PRD Case=Nom|Number=1|Gender=Neut # tad PRD Case=Nom|Number=1|Gender=Neut # dvayI NC Case=Acc|Number=1|Gender=Fem # antareNa CX # api CX # sattva NC Case=Cpd # sidDi NC Case=Gen|Number=1|Gender=Fem # vyApti NC Case=Gen|Number=1|Gender=Fem # eva CEM # ayoga NC Case=Abl|Number=1|Gender=Masc # kva CX #
/home/basti/code/dvarapandita/data/jna114_sa4:118	[446,2] caivam? nanv ihaiva buddhivapuṣi | tat kim idānīṃ pakṣībhūtenaiva vyabhicāraḥ? ko vā	ca CCD # evam CX # nanu CX # iha CAD # eva CEM # budDi NC Case=Cpd # vapus NC Case=Loc|Number=1|Gender=Neut # tad PRD Case=Nom|Number=1|Gender=Neut # ka PRQ Case=Nom|Number=1|Gender=Neut # idAnIm CX # pakzIBU PPP Case=Ins|Number=1|Gender=Masc|VerbForm=PPP # eva CEM # vyaBicAra NC Case=Nom|Number=1|Gender=Masc # ka PRQ Case=Nom|Number=1|Gender=Masc # vA CCD #
/home/basti/code/dvarapandita/data/jna114_sa4:119	[446,3] doṣo yadi vyabhicāre pramāṇavṛttiḥ? dharmyantare 'pi hi tayaiva sādhāraṇānaikāntikaḥ	doza NC Case=Nom|Number=1|Gender=Masc # yadi CSB # vyaBicAra NC Case=Loc|Number=1|Gender=Masc # pramANa NC Case=Cpd # vRtti NC Case=Nom|Number=1|Gender=Fem # Darmya JJ Case=Cpd # antara JJ Case=Loc|Number=1|Gender=Neut # api CX # hi CX # tad PRD Case=Ins|Number=1|Gender=Fem # eva CEM # sADAraNa JJ Case=Acc|Number=3|Gender=Masc # EkAntika JJ Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:120	[446,4] kriyate | yadi cātra pakṣīkaraṇamātreṇa trāṇam, tatrāpi kaḥ pratirodhaḥ? yadā ca	kR V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # yadi CSB # ca CCD # atra CAD # pakzIkaraNa NC Case=Cpd # mAtra NC Case=Ins|Number=1|Gender=Neut # trANa NC Case=Nom|Number=1|Gender=Neut # tatra CAD # api CX # ka PRQ Case=Nom|Number=1|Gender=Masc # pratiroDa NC Case=Nom|Number=1|Gender=Masc # yadA CSB # ca CCD #
/home/basti/code/dvarapandita/data/jna114_sa4:121	[446,5] vipakṣe sākṣādīkṣaṇe 'pi na sādhyakṣatiḥ, tadā sandehamātram akiñcitkaram iti nānaikāntikatvaṃ	vipakza NC Case=Loc|Number=1|Gender=Masc # sAkzAt CX # IkzaNa NC Case=Loc|Number=1|Gender=Neut # api CX # na CNG # sADya NC Case=Cpd # kzati NC Case=Nom|Number=1|Gender=Fem # tadA CAD # saMdeha NC Case=Cpd # mAtra NC Case=Nom|Number=1|Gender=Neut # akiQcitkara JJ Case=Nom|Number=1|Gender=Neut # iti CQT # na CNG # anEkAntika JJ Case=Cpd # tva NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna114_sa4:122	[446,6] tāvad doṣaḥ |	tAvat CX # doza NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:123	[446,7] nāpy asiddhyādiḥ, yataḥ kutaścit hetoḥ siddheḥ, adhyakṣabādhanādarāt | evaṃ ca	na CNG # api CX # asidDi NC Case=Cpd # Adi NC Case=Nom|Number=1|Gender=Masc # yatas CX # kutaScid CX # hetu NC Case=Gen|Number=1|Gender=Masc # sidDi NC Case=Gen|Number=1|Gender=Fem # aDyakza NC Case=Cpd # bADana NC Case=Cpd # Adara NC Case=Abl|Number=1|Gender=Masc # evam CX # ca CCD #
/home/basti/code/dvarapandita/data/jna114_sa4:124	[446,8] pramāṇavyastasādhyād dhetor anāśvāse 'pi na kṣatiḥ | anyatra tu kaḥ śaṅkāvakāśaḥ? tata	pramANa NC Case=Cpd # vyasta JJ Case=Cpd # sADay KDG Case=Abl|Number=1|Gender=Masc|VerbForm=Ger # hetu NC Case=Abl|Number=1|Gender=Masc # anASvAsa NC Case=Loc|Number=1|Gender=Masc # api CX # na CNG # kzati NC Case=Nom|Number=1|Gender=Fem # anyatra CX # tu CCD # ka PRQ Case=Nom|Number=1|Gender=Masc # SaFkA NC Case=Cpd # avakASa NC Case=Nom|Number=1|Gender=Masc # tatas CX #
